Test run for C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll (.NETCoreApp,Version=v8.0)
A total of 1 test files matched the specified pattern.
C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll
[xUnit.net 00:00:00.00] xUnit.net VSTest Adapter v2.8.2+699d445a1a (64-bit .NET 8.0.24)
[xUnit.net 00:00:01.61]   Discovering: Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.85]   Discovered:  Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.86]   Starting:    Hamlet.RadioEngine.Tests
[xUnit.net 00:00:02.08]   Finished:    Hamlet.RadioEngine.Tests
  Passed Hamlet.RadioEngine.Tests.Cw.WhereTheSecondDecodersFirstDitGoesTests.ThroughTheCaseSampleBySample [194 ms]
  Standard Output Messages:
 HM-REQ-122 | trace | emitted `GARIS CQ ` | 8256 decision samples
 mark | 1 | 10.0026 s to 10.0643 s | 493 samples
 mark | 2 | 10.1359 s to 10.3309 s | 1560 samples
 mark | 3 | 10.4025 s to 10.5975 s | 1560 samples
 mark | 4 | 10.6693 s to 10.7309 s | 493 samples
 mark | 5 | 10.9359 s to 10.9975 s | 493 samples
 mark | 6 | 11.0693 s to 11.2643 s | 1560 samples
 lead-in last second | 500 samples | in tone 227 | downs 22 | spikes 18 | ups 4 | mean CWupper 0.8389 | mean CWlower 0.8395 | mean value 0.8404 | mean magnitude 0.02390 | agc_peak 0.02862 | noise_floor 0.02273 | sig_avg 0.02400
 row | t_in s | t_filt s | magnitude | value | agc_peak | noise_floor | sig_avg | CWupper | CWlower | state | smpl_ctr | two_dots | events | printed | held
 row | 9.2319 | 9.2960 | 0.02136 | 0.7499 | 0.02848 | 0.02493 | 0.02384 | 0.8447 | 0.8485 | idle | 528 | 1025 |  |  | 
 row | 9.2339 | 9.2980 | 0.02216 | 0.7781 | 0.02848 | 0.02491 | 0.02384 | 0.8445 | 0.8483 | idle | 544 | 1025 |  |  | 
 row | 9.2359 | 9.3000 | 0.02203 | 0.7734 | 0.02848 | 0.02490 | 0.02384 | 0.8444 | 0.8481 | idle | 560 | 1025 |  |  | 
 row | 9.2379 | 9.3020 | 0.02182 | 0.7661 | 0.02848 | 0.02489 | 0.02384 | 0.8442 | 0.8479 | idle | 576 | 1025 |  |  | 
 row | 9.2399 | 9.3040 | 0.02141 | 0.7516 | 0.02848 | 0.02487 | 0.02384 | 0.8440 | 0.8477 | idle | 592 | 1025 |  |  | 
 row | 9.2419 | 9.3060 | 0.02261 | 0.7938 | 0.02848 | 0.02486 | 0.02383 | 0.8439 | 0.8475 | idle | 608 | 1025 |  |  | 
 row | 9.2439 | 9.3080 | 0.02303 | 0.8085 | 0.02848 | 0.02485 | 0.02383 | 0.8438 | 0.8474 | idle | 624 | 1025 |  |  | 
 row | 9.2459 | 9.3100 | 0.02250 | 0.7898 | 0.02848 | 0.02484 | 0.02383 | 0.8437 | 0.8472 | idle | 640 | 1025 |  |  | 
 row | 9.2479 | 9.3120 | 0.02306 | 0.8097 | 0.02848 | 0.02483 | 0.02383 | 0.8436 | 0.8471 | idle | 656 | 1025 |  |  | 
 row | 9.2499 | 9.3140 | 0.02230 | 0.7829 | 0.02848 | 0.02481 | 0.02383 | 0.8435 | 0.8469 | idle | 672 | 1025 |  |  | 
 row | 9.2519 | 9.3160 | 0.02242 | 0.7872 | 0.02848 | 0.02480 | 0.02383 | 0.8434 | 0.8468 | idle | 688 | 1025 |  |  | 
 row | 9.2539 | 9.3180 | 0.02191 | 0.7692 | 0.02848 | 0.02479 | 0.02383 | 0.8432 | 0.8466 | idle | 704 | 1025 |  |  | 
 row | 9.2559 | 9.3200 | 0.02346 | 0.8236 | 0.02848 | 0.02478 | 0.02383 | 0.8432 | 0.8465 | idle | 720 | 1025 |  |  | 
 row | 9.2579 | 9.3220 | 0.02250 | 0.7900 | 0.02848 | 0.02477 | 0.02382 | 0.8430 | 0.8464 | idle | 736 | 1025 |  |  | 
 row | 9.2599 | 9.3240 | 0.02222 | 0.7800 | 0.02848 | 0.02476 | 0.02382 | 0.8429 | 0.8462 | idle | 752 | 1025 |  |  | 
 row | 9.2619 | 9.3260 | 0.02530 | 0.8882 | 0.02848 | 0.02476 | 0.02382 | 0.8430 | 0.8463 | tone | 0 | 1025 | down |  | 
 row | 9.2639 | 9.3280 | 0.02833 | 0.9947 | 0.02848 | 0.02476 | 0.02383 | 0.8432 | 0.8464 | tone | 16 | 1025 |  |  | 
 row | 9.2659 | 9.3300 | 0.02811 | 0.9871 | 0.02848 | 0.02476 | 0.02383 | 0.8433 | 0.8465 | tone | 32 | 1025 |  |  | 
 row | 9.2679 | 9.3320 | 0.02990 | 1.0494 | 0.02849 | 0.02476 | 0.02384 | 0.8433 | 0.8465 | tone | 48 | 1025 |  |  | 
 row | 9.2699 | 9.3340 | 0.03086 | 1.0826 | 0.02850 | 0.02476 | 0.02385 | 0.8431 | 0.8463 | tone | 64 | 1025 |  |  | 
 row | 9.2719 | 9.3360 | 0.03047 | 1.0688 | 0.02851 | 0.02476 | 0.02385 | 0.8430 | 0.8462 | tone | 80 | 1025 |  |  | 
 row | 9.2739 | 9.3380 | 0.02810 | 0.9856 | 0.02851 | 0.02476 | 0.02386 | 0.8431 | 0.8463 | tone | 96 | 1025 |  |  | 
 row | 9.2759 | 9.3400 | 0.02906 | 1.0192 | 0.02851 | 0.02476 | 0.02386 | 0.8432 | 0.8463 | tone | 112 | 1025 |  |  | 
 row | 9.2779 | 9.3420 | 0.02919 | 1.0235 | 0.02852 | 0.02476 | 0.02387 | 0.8433 | 0.8464 | tone | 128 | 1025 |  |  | 
 row | 9.2799 | 9.3440 | 0.02790 | 0.9785 | 0.02851 | 0.02476 | 0.02387 | 0.8434 | 0.8465 | tone | 144 | 1025 |  |  | 
 row | 9.2819 | 9.3460 | 0.02818 | 0.9882 | 0.02851 | 0.02476 | 0.02388 | 0.8435 | 0.8466 | tone | 160 | 1025 |  |  | 
 row | 9.2839 | 9.3480 | 0.02662 | 0.9337 | 0.02851 | 0.02476 | 0.02388 | 0.8436 | 0.8467 | tone | 176 | 1025 |  |  | 
 row | 9.2859 | 9.3500 | 0.02763 | 0.9691 | 0.02851 | 0.02476 | 0.02388 | 0.8438 | 0.8468 | tone | 192 | 1025 |  |  | 
 row | 9.2879 | 9.3520 | 0.02777 | 0.9741 | 0.02851 | 0.02476 | 0.02389 | 0.8439 | 0.8470 | tone | 208 | 1025 |  |  | 
 row | 9.2899 | 9.3540 | 0.02715 | 0.9525 | 0.02851 | 0.02476 | 0.02389 | 0.8440 | 0.8471 | tone | 224 | 1025 |  |  | 
 row | 9.2919 | 9.3560 | 0.02651 | 0.9298 | 0.02851 | 0.02476 | 0.02389 | 0.8442 | 0.8472 | tone | 240 | 1025 |  |  | 
 row | 9.2939 | 9.3580 | 0.02483 | 0.8712 | 0.02850 | 0.02476 | 0.02389 | 0.8443 | 0.8473 | tone | 256 | 1025 |  |  | 
 row | 9.2959 | 9.3600 | 0.02395 | 0.8405 | 0.02850 | 0.02476 | 0.02389 | 0.8444 | 0.8475 | after | 272 | 985 | up 272 |  | .
 row | 9.2979 | 9.3620 | 0.02419 | 0.8488 | 0.02850 | 0.02476 | 0.02389 | 0.8446 | 0.8476 | tone | 288 | 985 | down |  | .
 row | 9.2999 | 9.3640 | 0.02290 | 0.8037 | 0.02850 | 0.02475 | 0.02389 | 0.8445 | 0.8475 | idle | 304 | 985 | spike 16 |  | .
 row | 9.3019 | 9.3660 | 0.02111 | 0.7408 | 0.02850 | 0.02473 | 0.02389 | 0.8443 | 0.8472 | idle | 320 | 985 |  |  | .
 row | 9.3039 | 9.3680 | 0.02246 | 0.7883 | 0.02850 | 0.02472 | 0.02389 | 0.8442 | 0.8471 | idle | 336 | 985 |  |  | .
 row | 9.3059 | 9.3700 | 0.02282 | 0.8008 | 0.02850 | 0.02471 | 0.02389 | 0.8441 | 0.8469 | idle | 352 | 985 |  |  | .
 row | 9.3079 | 9.3720 | 0.02185 | 0.7667 | 0.02850 | 0.02469 | 0.02389 | 0.8439 | 0.8467 | idle | 368 | 985 |  |  | .
 row | 9.3099 | 9.3740 | 0.02126 | 0.7460 | 0.02850 | 0.02468 | 0.02388 | 0.8437 | 0.8465 | idle | 384 | 985 |  |  | .
 row | 9.3119 | 9.3760 | 0.02175 | 0.7634 | 0.02850 | 0.02466 | 0.02388 | 0.8436 | 0.8463 | idle | 400 | 985 |  |  | .
 row | 9.3139 | 9.3780 | 0.02242 | 0.7868 | 0.02850 | 0.02465 | 0.02388 | 0.8434 | 0.8461 | idle | 416 | 985 |  |  | .
 row | 9.3159 | 9.3800 | 0.02409 | 0.8456 | 0.02849 | 0.02465 | 0.02388 | 0.8436 | 0.8463 | idle | 0 | 985 | down spike |  | 
 row | 9.3179 | 9.3820 | 0.02346 | 0.8233 | 0.02849 | 0.02465 | 0.02388 | 0.8435 | 0.8462 | idle | 16 | 985 |  |  | 
 row | 9.3199 | 9.3840 | 0.02136 | 0.7498 | 0.02849 | 0.02463 | 0.02388 | 0.8433 | 0.8460 | idle | 32 | 985 |  |  | 
 row | 9.3219 | 9.3860 | 0.02222 | 0.7798 | 0.02849 | 0.02462 | 0.02387 | 0.8432 | 0.8458 | idle | 48 | 985 |  |  | 
 row | 9.3239 | 9.3880 | 0.02358 | 0.8276 | 0.02849 | 0.02461 | 0.02387 | 0.8432 | 0.8457 | idle | 64 | 985 |  |  | 
 row | 9.3259 | 9.3900 | 0.02344 | 0.8227 | 0.02849 | 0.02461 | 0.02387 | 0.8431 | 0.8457 | idle | 80 | 985 |  |  | 
 row | 9.3279 | 9.3920 | 0.02339 | 0.8210 | 0.02849 | 0.02460 | 0.02387 | 0.8430 | 0.8456 | idle | 96 | 985 |  |  | 
 row | 9.3299 | 9.3940 | 0.02392 | 0.8398 | 0.02849 | 0.02460 | 0.02387 | 0.8432 | 0.8457 | idle | 112 | 985 |  |  | 
 row | 9.3319 | 9.3960 | 0.02294 | 0.8054 | 0.02849 | 0.02459 | 0.02387 | 0.8431 | 0.8456 | idle | 128 | 985 |  |  | 
 row | 9.3339 | 9.3980 | 0.02312 | 0.8118 | 0.02849 | 0.02458 | 0.02387 | 0.8430 | 0.8455 | idle | 144 | 985 |  |  | 
 row | 9.3359 | 9.4000 | 0.02145 | 0.7532 | 0.02849 | 0.02457 | 0.02387 | 0.8428 | 0.8453 | idle | 160 | 985 |  |  | 
 row | 9.3379 | 9.4020 | 0.02141 | 0.7517 | 0.02849 | 0.02455 | 0.02387 | 0.8427 | 0.8451 | idle | 176 | 985 |  |  | 
 row | 9.3399 | 9.4040 | 0.02166 | 0.7602 | 0.02849 | 0.02454 | 0.02386 | 0.8425 | 0.8449 | idle | 192 | 985 |  |  | 
 row | 9.3419 | 9.4060 | 0.02149 | 0.7545 | 0.02849 | 0.02452 | 0.02386 | 0.8423 | 0.8446 | idle | 208 | 985 |  |  | 
 row | 9.3439 | 9.4080 | 0.02219 | 0.7789 | 0.02849 | 0.02451 | 0.02386 | 0.8422 | 0.8445 | idle | 224 | 985 |  |  | 
 row | 9.3459 | 9.4100 | 0.02226 | 0.7813 | 0.02849 | 0.02450 | 0.02386 | 0.8421 | 0.8443 | idle | 240 | 985 |  |  | 
 row | 9.3479 | 9.4120 | 0.02149 | 0.7543 | 0.02849 | 0.02448 | 0.02386 | 0.8419 | 0.8441 | idle | 256 | 985 |  |  | 
 row | 9.3499 | 9.4140 | 0.02206 | 0.7745 | 0.02849 | 0.02447 | 0.02386 | 0.8418 | 0.8439 | idle | 272 | 985 |  |  | 
 row | 9.3519 | 9.4160 | 0.02353 | 0.8258 | 0.02849 | 0.02447 | 0.02385 | 0.8417 | 0.8439 | idle | 288 | 985 |  |  | 
 row | 9.3539 | 9.4180 | 0.02322 | 0.8150 | 0.02849 | 0.02446 | 0.02385 | 0.8417 | 0.8438 | idle | 304 | 985 |  |  | 
 row | 9.3559 | 9.4200 | 0.02282 | 0.8009 | 0.02849 | 0.02445 | 0.02385 | 0.8416 | 0.8437 | idle | 320 | 985 |  |  | 
 row | 9.3579 | 9.4220 | 0.02151 | 0.7552 | 0.02849 | 0.02444 | 0.02385 | 0.8414 | 0.8435 | idle | 336 | 985 |  |  | 
 row | 9.3599 | 9.4240 | 0.02043 | 0.7173 | 0.02849 | 0.02442 | 0.02385 | 0.8412 | 0.8432 | idle | 352 | 985 |  |  | 
 row | 9.3619 | 9.4260 | 0.02093 | 0.7348 | 0.02849 | 0.02440 | 0.02384 | 0.8410 | 0.8429 | idle | 368 | 985 |  |  | 
 row | 9.3639 | 9.4280 | 0.02145 | 0.7529 | 0.02849 | 0.02439 | 0.02384 | 0.8408 | 0.8427 | idle | 384 | 985 |  |  | 
 row | 9.3659 | 9.4300 | 0.02114 | 0.7420 | 0.02849 | 0.02437 | 0.02384 | 0.8406 | 0.8425 | idle | 400 | 985 |  |  | 
 row | 9.3679 | 9.4320 | 0.02148 | 0.7539 | 0.02849 | 0.02436 | 0.02384 | 0.8404 | 0.8423 | idle | 416 | 985 |  |  | 
 row | 9.3699 | 9.4340 | 0.02155 | 0.7565 | 0.02849 | 0.02434 | 0.02383 | 0.8403 | 0.8421 | idle | 432 | 985 |  |  | 
 row | 9.3719 | 9.4360 | 0.02148 | 0.7542 | 0.02849 | 0.02433 | 0.02383 | 0.8401 | 0.8418 | idle | 448 | 985 |  |  | 
 row | 9.3739 | 9.4380 | 0.02210 | 0.7759 | 0.02849 | 0.02432 | 0.02383 | 0.8400 | 0.8417 | idle | 464 | 985 |  |  | 
 row | 9.3759 | 9.4400 | 0.02128 | 0.7469 | 0.02849 | 0.02430 | 0.02383 | 0.8398 | 0.8415 | idle | 480 | 985 |  |  | 
 row | 9.3779 | 9.4420 | 0.02155 | 0.7565 | 0.02849 | 0.02429 | 0.02383 | 0.8396 | 0.8413 | idle | 496 | 985 |  |  | 
 row | 9.3799 | 9.4440 | 0.02195 | 0.7706 | 0.02849 | 0.02428 | 0.02382 | 0.8395 | 0.8411 | idle | 512 | 985 |  |  | 
 row | 9.3819 | 9.4460 | 0.02103 | 0.7383 | 0.02849 | 0.02426 | 0.02382 | 0.8393 | 0.8409 | idle | 528 | 985 |  |  | 
 row | 9.3839 | 9.4480 | 0.02105 | 0.7388 | 0.02849 | 0.02424 | 0.02382 | 0.8391 | 0.8406 | idle | 544 | 985 |  |  | 
 row | 9.3859 | 9.4500 | 0.02260 | 0.7935 | 0.02849 | 0.02424 | 0.02382 | 0.8390 | 0.8405 | idle | 560 | 985 |  |  | 
 row | 9.3879 | 9.4520 | 0.02428 | 0.8524 | 0.02848 | 0.02424 | 0.02382 | 0.8392 | 0.8406 | tone | 0 | 985 | down |  | 
 row | 9.3899 | 9.4540 | 0.02496 | 0.8766 | 0.02848 | 0.02424 | 0.02382 | 0.8393 | 0.8408 | tone | 16 | 985 |  |  | 
 row | 9.3919 | 9.4560 | 0.02426 | 0.8519 | 0.02847 | 0.02424 | 0.02382 | 0.8394 | 0.8409 | tone | 32 | 985 |  |  | 
 row | 9.3939 | 9.4580 | 0.02234 | 0.7844 | 0.02847 | 0.02423 | 0.02382 | 0.8393 | 0.8408 | idle | 48 | 985 | spike 48 |  | 
 row | 9.3959 | 9.4600 | 0.02266 | 0.7959 | 0.02847 | 0.02422 | 0.02382 | 0.8392 | 0.8407 | idle | 64 | 985 |  |  | 
 row | 9.3979 | 9.4620 | 0.02526 | 0.8872 | 0.02847 | 0.02422 | 0.02382 | 0.8394 | 0.8408 | tone | 0 | 985 | down |  | 
 row | 9.3999 | 9.4640 | 0.02644 | 0.9286 | 0.02847 | 0.02422 | 0.02382 | 0.8395 | 0.8409 | tone | 16 | 985 |  |  | 
 row | 9.4019 | 9.4660 | 0.02569 | 0.9024 | 0.02847 | 0.02422 | 0.02382 | 0.8396 | 0.8410 | tone | 32 | 985 |  |  | 
 row | 9.4039 | 9.4680 | 0.02528 | 0.8882 | 0.02846 | 0.02422 | 0.02382 | 0.8398 | 0.8412 | tone | 48 | 985 |  |  | 
 row | 9.4059 | 9.4700 | 0.02463 | 0.8654 | 0.02846 | 0.02422 | 0.02382 | 0.8399 | 0.8413 | tone | 64 | 985 |  |  | 
 row | 9.4079 | 9.4720 | 0.02544 | 0.8939 | 0.02846 | 0.02422 | 0.02383 | 0.8401 | 0.8414 | tone | 80 | 985 |  |  | 
 row | 9.4099 | 9.4740 | 0.02495 | 0.8768 | 0.02845 | 0.02422 | 0.02383 | 0.8402 | 0.8416 | tone | 96 | 985 |  |  | 
 row | 9.4119 | 9.4760 | 0.02441 | 0.8579 | 0.02845 | 0.02422 | 0.02383 | 0.8403 | 0.8417 | tone | 112 | 985 |  |  | 
 row | 9.4139 | 9.4780 | 0.02560 | 0.9000 | 0.02845 | 0.02422 | 0.02383 | 0.8405 | 0.8418 | tone | 128 | 985 |  |  | 
 row | 9.4159 | 9.4800 | 0.02636 | 0.9268 | 0.02844 | 0.02422 | 0.02383 | 0.8406 | 0.8419 | tone | 144 | 985 |  |  | 
 row | 9.4179 | 9.4820 | 0.02454 | 0.8627 | 0.02844 | 0.02422 | 0.02383 | 0.8407 | 0.8421 | tone | 160 | 985 |  |  | 
 row | 9.4199 | 9.4840 | 0.02262 | 0.7954 | 0.02844 | 0.02421 | 0.02383 | 0.8406 | 0.8420 | idle | 176 | 985 | spike 176 |  | 
 row | 9.4219 | 9.4860 | 0.02142 | 0.7532 | 0.02844 | 0.02420 | 0.02383 | 0.8405 | 0.8418 | idle | 192 | 985 |  |  | 
 row | 9.4239 | 9.4880 | 0.02189 | 0.7698 | 0.02844 | 0.02418 | 0.02383 | 0.8403 | 0.8416 | idle | 208 | 985 |  |  | 
 row | 9.4259 | 9.4900 | 0.02206 | 0.7758 | 0.02844 | 0.02417 | 0.02383 | 0.8402 | 0.8414 | idle | 224 | 985 |  |  | 
 row | 9.4279 | 9.4920 | 0.02105 | 0.7400 | 0.02844 | 0.02416 | 0.02382 | 0.8400 | 0.8412 | idle | 240 | 985 |  |  | 
 row | 9.4299 | 9.4940 | 0.01936 | 0.6809 | 0.02844 | 0.02413 | 0.02382 | 0.8397 | 0.8408 | idle | 256 | 985 |  |  | 
 row | 9.4319 | 9.4960 | 0.01927 | 0.6776 | 0.02844 | 0.02411 | 0.02381 | 0.8394 | 0.8405 | idle | 272 | 985 |  |  | 
 row | 9.4339 | 9.4980 | 0.02075 | 0.7297 | 0.02844 | 0.02409 | 0.02381 | 0.8392 | 0.8402 | idle | 288 | 985 |  |  | 
 row | 9.4359 | 9.5000 | 0.02151 | 0.7562 | 0.02844 | 0.02408 | 0.02381 | 0.8391 | 0.8400 | idle | 304 | 985 |  |  | 
 row | 9.4379 | 9.5020 | 0.02361 | 0.8301 | 0.02844 | 0.02408 | 0.02381 | 0.8390 | 0.8400 | idle | 320 | 985 |  |  | 
 row | 9.4399 | 9.5040 | 0.02326 | 0.8177 | 0.02844 | 0.02407 | 0.02381 | 0.8390 | 0.8399 | idle | 336 | 985 |  |  | 
 row | 9.4419 | 9.5060 | 0.02250 | 0.7911 | 0.02844 | 0.02407 | 0.02381 | 0.8389 | 0.8398 | idle | 352 | 985 |  |  | 
 row | 9.4439 | 9.5080 | 0.02365 | 0.8316 | 0.02844 | 0.02406 | 0.02381 | 0.8389 | 0.8398 | idle | 368 | 985 |  |  | 
 row | 9.4459 | 9.5100 | 0.02343 | 0.8237 | 0.02844 | 0.02406 | 0.02381 | 0.8389 | 0.8398 | idle | 384 | 985 |  |  | 
 row | 9.4479 | 9.5120 | 0.02196 | 0.7721 | 0.02844 | 0.02405 | 0.02380 | 0.8387 | 0.8396 | idle | 400 | 985 |  |  | 
 row | 9.4499 | 9.5140 | 0.02199 | 0.7733 | 0.02844 | 0.02404 | 0.02380 | 0.8386 | 0.8394 | idle | 416 | 985 |  |  | 
 row | 9.4519 | 9.5160 | 0.02327 | 0.8182 | 0.02844 | 0.02404 | 0.02380 | 0.8386 | 0.8394 | idle | 432 | 985 |  |  | 
 row | 9.4539 | 9.5180 | 0.02602 | 0.9151 | 0.02844 | 0.02404 | 0.02380 | 0.8387 | 0.8395 | tone | 0 | 985 | down |  | 
 row | 9.4559 | 9.5200 | 0.02707 | 0.9521 | 0.02844 | 0.02404 | 0.02381 | 0.8388 | 0.8396 | tone | 16 | 985 |  |  | 
 row | 9.4579 | 9.5220 | 0.02684 | 0.9438 | 0.02843 | 0.02404 | 0.02381 | 0.8390 | 0.8398 | tone | 32 | 985 |  |  | 
 row | 9.4599 | 9.5240 | 0.02748 | 0.9664 | 0.02843 | 0.02404 | 0.02381 | 0.8391 | 0.8399 | tone | 48 | 985 |  |  | 
 row | 9.4619 | 9.5260 | 0.02805 | 0.9864 | 0.02843 | 0.02404 | 0.02382 | 0.8392 | 0.8400 | tone | 64 | 985 |  |  | 
 row | 9.4639 | 9.5280 | 0.02781 | 0.9782 | 0.02843 | 0.02404 | 0.02382 | 0.8394 | 0.8401 | tone | 80 | 985 |  |  | 
 row | 9.4659 | 9.5300 | 0.02674 | 0.9405 | 0.02843 | 0.02404 | 0.02383 | 0.8395 | 0.8402 | tone | 96 | 985 |  |  | 
 row | 9.4679 | 9.5320 | 0.02557 | 0.8994 | 0.02843 | 0.02404 | 0.02383 | 0.8396 | 0.8404 | tone | 112 | 985 |  |  | 
 row | 9.4699 | 9.5340 | 0.02406 | 0.8463 | 0.02842 | 0.02404 | 0.02383 | 0.8398 | 0.8405 | tone | 128 | 985 |  |  | 
 row | 9.4719 | 9.5360 | 0.02462 | 0.8661 | 0.02842 | 0.02404 | 0.02383 | 0.8399 | 0.8406 | tone | 144 | 985 |  |  | 
 row | 9.4739 | 9.5380 | 0.02614 | 0.9200 | 0.02842 | 0.02404 | 0.02383 | 0.8400 | 0.8408 | tone | 160 | 985 |  |  | 
 row | 9.4759 | 9.5400 | 0.02504 | 0.8811 | 0.02841 | 0.02404 | 0.02383 | 0.8402 | 0.8409 | tone | 176 | 985 |  |  | 
 row | 9.4779 | 9.5420 | 0.02437 | 0.8579 | 0.02841 | 0.02404 | 0.02383 | 0.8403 | 0.8410 | tone | 192 | 985 |  |  | 
 row | 9.4799 | 9.5440 | 0.02466 | 0.8681 | 0.02841 | 0.02404 | 0.02383 | 0.8404 | 0.8411 | tone | 208 | 985 |  |  | 
 row | 9.4819 | 9.5460 | 0.02324 | 0.8182 | 0.02841 | 0.02403 | 0.02383 | 0.8404 | 0.8411 | idle | 224 | 985 | spike 224 |  | 
 row | 9.4839 | 9.5480 | 0.02196 | 0.7730 | 0.02841 | 0.02402 | 0.02383 | 0.8403 | 0.8409 | idle | 240 | 985 |  |  | 
 row | 9.4859 | 9.5500 | 0.02008 | 0.7069 | 0.02841 | 0.02400 | 0.02383 | 0.8400 | 0.8406 | idle | 256 | 985 |  |  | 
 row | 9.4879 | 9.5520 | 0.01799 | 0.6333 | 0.02841 | 0.02397 | 0.02382 | 0.8396 | 0.8402 | idle | 272 | 985 |  |  | 
 row | 9.4899 | 9.5540 | 0.01995 | 0.7024 | 0.02841 | 0.02395 | 0.02382 | 0.8394 | 0.8399 | idle | 288 | 985 |  |  | 
 row | 9.4919 | 9.5560 | 0.02025 | 0.7127 | 0.02841 | 0.02393 | 0.02381 | 0.8392 | 0.8396 | idle | 304 | 985 |  |  | 
 row | 9.4939 | 9.5580 | 0.01993 | 0.7016 | 0.02841 | 0.02391 | 0.02381 | 0.8389 | 0.8393 | idle | 320 | 985 |  |  | 
 row | 9.4959 | 9.5600 | 0.01955 | 0.6884 | 0.02841 | 0.02389 | 0.02381 | 0.8386 | 0.8389 | idle | 336 | 985 |  |  | 
 row | 9.4979 | 9.5620 | 0.01962 | 0.6906 | 0.02841 | 0.02387 | 0.02380 | 0.8384 | 0.8386 | idle | 352 | 985 |  |  | 
 row | 9.4999 | 9.5640 | 0.02112 | 0.7436 | 0.02841 | 0.02386 | 0.02380 | 0.8382 | 0.8384 | idle | 368 | 985 |  |  | 
 row | 9.5019 | 9.5660 | 0.02097 | 0.7383 | 0.02841 | 0.02384 | 0.02380 | 0.8380 | 0.8382 | idle | 384 | 985 |  |  | 
 row | 9.5039 | 9.5680 | 0.02006 | 0.7061 | 0.02841 | 0.02382 | 0.02379 | 0.8378 | 0.8379 | idle | 400 | 985 |  |  | 
 row | 9.5059 | 9.5700 | 0.01833 | 0.6453 | 0.02841 | 0.02380 | 0.02379 | 0.8374 | 0.8375 | idle | 416 | 985 |  |  | 
 row | 9.5079 | 9.5720 | 0.01862 | 0.6555 | 0.02841 | 0.02377 | 0.02378 | 0.8371 | 0.8371 | idle | 432 | 985 |  |  | 
 row | 9.5099 | 9.5740 | 0.01842 | 0.6484 | 0.02841 | 0.02374 | 0.02378 | 0.8368 | 0.8366 | idle | 448 | 985 |  |  | 
 row | 9.5119 | 9.5760 | 0.01906 | 0.6711 | 0.02841 | 0.02372 | 0.02377 | 0.8365 | 0.8363 | idle | 464 | 985 |  |  | 
 row | 9.5139 | 9.5780 | 0.01946 | 0.6850 | 0.02841 | 0.02370 | 0.02377 | 0.8362 | 0.8359 | idle | 480 | 985 |  |  | 
 row | 9.5159 | 9.5800 | 0.01920 | 0.6759 | 0.02841 | 0.02368 | 0.02376 | 0.8359 | 0.8356 | idle | 496 | 985 |  |  | 
 row | 9.5179 | 9.5820 | 0.01863 | 0.6557 | 0.02841 | 0.02365 | 0.02376 | 0.8356 | 0.8352 | idle | 512 | 985 |  |  | 
 row | 9.5199 | 9.5840 | 0.01919 | 0.6756 | 0.02841 | 0.02363 | 0.02375 | 0.8353 | 0.8349 | idle | 528 | 985 |  |  | 
 row | 9.5219 | 9.5860 | 0.01747 | 0.6150 | 0.02841 | 0.02360 | 0.02375 | 0.8349 | 0.8344 | idle | 544 | 985 |  |  | 
 row | 9.5239 | 9.5880 | 0.01643 | 0.5785 | 0.02841 | 0.02356 | 0.02374 | 0.8344 | 0.8338 | idle | 560 | 985 |  |  | 
 row | 9.5259 | 9.5900 | 0.01579 | 0.5560 | 0.02841 | 0.02352 | 0.02373 | 0.8339 | 0.8332 | idle | 576 | 985 |  |  | 
 row | 9.5279 | 9.5920 | 0.01528 | 0.5380 | 0.02841 | 0.02348 | 0.02372 | 0.8334 | 0.8326 | idle | 592 | 985 |  |  | 
 row | 9.5299 | 9.5940 | 0.01571 | 0.5531 | 0.02841 | 0.02344 | 0.02371 | 0.8329 | 0.8320 | idle | 608 | 985 |  |  | 
 row | 9.5319 | 9.5960 | 0.01475 | 0.5193 | 0.02841 | 0.02340 | 0.02371 | 0.8324 | 0.8313 | idle | 624 | 985 |  |  | 
 row | 9.5339 | 9.5980 | 0.01547 | 0.5445 | 0.02841 | 0.02336 | 0.02370 | 0.8318 | 0.8307 | idle | 640 | 985 |  |  | 
 row | 9.5359 | 9.6000 | 0.01582 | 0.5569 | 0.02841 | 0.02332 | 0.02369 | 0.8314 | 0.8301 | idle | 656 | 985 |  |  | 
 row | 9.5379 | 9.6020 | 0.01924 | 0.6773 | 0.02841 | 0.02330 | 0.02368 | 0.8311 | 0.8297 | idle | 672 | 985 |  |  | 
 row | 9.5399 | 9.6040 | 0.02085 | 0.7341 | 0.02841 | 0.02329 | 0.02368 | 0.8309 | 0.8295 | idle | 688 | 985 |  |  | 
 row | 9.5419 | 9.6060 | 0.02049 | 0.7214 | 0.02841 | 0.02328 | 0.02368 | 0.8307 | 0.8293 | idle | 704 | 985 |  |  | 
 row | 9.5439 | 9.6080 | 0.01942 | 0.6838 | 0.02841 | 0.02326 | 0.02367 | 0.8305 | 0.8290 | idle | 720 | 985 |  |  | 
