Test run for C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll (.NETCoreApp,Version=v8.0)
A total of 1 test files matched the specified pattern.
C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll
[xUnit.net 00:00:00.00] xUnit.net VSTest Adapter v2.8.2+699d445a1a (64-bit .NET 8.0.24)
[xUnit.net 00:00:01.61]   Discovering: Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.85]   Discovered:  Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.86]   Starting:    Hamlet.RadioEngine.Tests
[xUnit.net 00:00:02.08]   Finished:    Hamlet.RadioEngine.Tests
  Passed Hamlet.RadioEngine.Tests.Cw.WhereTheSecondDecodersFirstDitGoesTests.ThroughTheCaseSampleBySample [194 ms]
  Standard Output Messages:
 HM-REQ-122 | trace | emitted `GARIS CQ ` | 8256 decision samples
 mark | 1 | 10.0026 s to 10.0643 s | 493 samples
 mark | 2 | 10.1359 s to 10.3309 s | 1560 samples
 mark | 3 | 10.4025 s to 10.5975 s | 1560 samples
 mark | 4 | 10.6693 s to 10.7309 s | 493 samples
 mark | 5 | 10.9359 s to 10.9975 s | 493 samples
 mark | 6 | 11.0693 s to 11.2643 s | 1560 samples
 lead-in last second | 500 samples | in tone 227 | downs 22 | spikes 18 | ups 4 | mean CWupper 0.8389 | mean CWlower 0.8395 | mean value 0.8404 | mean magnitude 0.02390 | agc_peak 0.02862 | noise_floor 0.02273 | sig_avg 0.02400
 row | t_in s | t_filt s | magnitude | value | agc_peak | noise_floor | sig_avg | CWupper | CWlower | state | smpl_ctr | two_dots | events | printed | held
 row | 9.5459 | 9.6100 | 0.01966 | 0.6921 | 0.02841 | 0.02324 | 0.02367 | 0.8302 | 0.8287 | idle | 736 | 985 |  |  | 
 row | 9.5479 | 9.6120 | 0.02008 | 0.7069 | 0.02841 | 0.02322 | 0.02367 | 0.8300 | 0.8285 | idle | 752 | 985 |  |  | 
 row | 9.5499 | 9.6140 | 0.02056 | 0.7236 | 0.02841 | 0.02321 | 0.02366 | 0.8298 | 0.8282 | idle | 768 | 985 |  |  | 
 row | 9.5519 | 9.6160 | 0.02082 | 0.7329 | 0.02841 | 0.02320 | 0.02366 | 0.8297 | 0.8281 | idle | 784 | 985 |  |  | 
 row | 9.5539 | 9.6180 | 0.02126 | 0.7486 | 0.02841 | 0.02319 | 0.02366 | 0.8295 | 0.8279 | idle | 800 | 985 |  |  | 
 row | 9.5559 | 9.6200 | 0.02105 | 0.7409 | 0.02841 | 0.02318 | 0.02366 | 0.8294 | 0.8277 | idle | 816 | 985 |  |  | 
 row | 9.5579 | 9.6220 | 0.02084 | 0.7335 | 0.02841 | 0.02316 | 0.02365 | 0.8292 | 0.8275 | idle | 832 | 985 |  |  | 
 row | 9.5599 | 9.6240 | 0.02109 | 0.7424 | 0.02841 | 0.02315 | 0.02365 | 0.8291 | 0.8273 | idle | 848 | 985 |  |  | 
 row | 9.5619 | 9.6260 | 0.02167 | 0.7629 | 0.02841 | 0.02315 | 0.02365 | 0.8290 | 0.8272 | idle | 864 | 985 |  |  | 
 row | 9.5639 | 9.6280 | 0.02351 | 0.8277 | 0.02841 | 0.02315 | 0.02365 | 0.8290 | 0.8272 | idle | 880 | 985 |  |  | 
 row | 9.5659 | 9.6300 | 0.02572 | 0.9057 | 0.02840 | 0.02315 | 0.02365 | 0.8291 | 0.8273 | tone | 0 | 985 | down |  | 
 row | 9.5679 | 9.6320 | 0.02711 | 0.9545 | 0.02840 | 0.02315 | 0.02365 | 0.8293 | 0.8275 | tone | 16 | 985 |  |  | 
 row | 9.5699 | 9.6340 | 0.02461 | 0.8668 | 0.02840 | 0.02315 | 0.02365 | 0.8294 | 0.8276 | tone | 32 | 985 |  |  | 
 row | 9.5719 | 9.6360 | 0.02399 | 0.8448 | 0.02839 | 0.02315 | 0.02366 | 0.8295 | 0.8277 | tone | 48 | 985 |  |  | 
 row | 9.5739 | 9.6380 | 0.02483 | 0.8746 | 0.02839 | 0.02315 | 0.02366 | 0.8297 | 0.8279 | tone | 64 | 985 |  |  | 
 row | 9.5759 | 9.6400 | 0.02430 | 0.8562 | 0.02839 | 0.02315 | 0.02366 | 0.8298 | 0.8280 | tone | 80 | 985 |  |  | 
 row | 9.5779 | 9.6420 | 0.02456 | 0.8653 | 0.02838 | 0.02315 | 0.02366 | 0.8299 | 0.8281 | tone | 96 | 985 |  |  | 
 row | 9.5799 | 9.6440 | 0.02514 | 0.8858 | 0.02838 | 0.02315 | 0.02366 | 0.8301 | 0.8283 | tone | 112 | 985 |  |  | 
 row | 9.5819 | 9.6460 | 0.02502 | 0.8816 | 0.02838 | 0.02315 | 0.02366 | 0.8302 | 0.8284 | tone | 128 | 985 |  |  | 
 row | 9.5839 | 9.6480 | 0.02608 | 0.9190 | 0.02837 | 0.02315 | 0.02366 | 0.8304 | 0.8285 | tone | 144 | 985 |  |  | 
 row | 9.5859 | 9.6500 | 0.02665 | 0.9394 | 0.02837 | 0.02315 | 0.02367 | 0.8305 | 0.8287 | tone | 160 | 985 |  |  | 
 row | 9.5879 | 9.6520 | 0.02818 | 0.9934 | 0.02837 | 0.02315 | 0.02367 | 0.8306 | 0.8288 | tone | 176 | 985 |  |  | 
 row | 9.5899 | 9.6540 | 0.02846 | 1.0030 | 0.02837 | 0.02315 | 0.02368 | 0.8307 | 0.8289 | tone | 192 | 985 |  |  | 
 row | 9.5919 | 9.6560 | 0.02769 | 0.9758 | 0.02837 | 0.02315 | 0.02368 | 0.8309 | 0.8290 | tone | 208 | 985 |  |  | 
 row | 9.5939 | 9.6580 | 0.02641 | 0.9309 | 0.02837 | 0.02315 | 0.02368 | 0.8310 | 0.8291 | tone | 224 | 985 |  |  | 
 row | 9.5959 | 9.6600 | 0.02399 | 0.8458 | 0.02837 | 0.02315 | 0.02368 | 0.8311 | 0.8293 | tone | 240 | 985 |  |  | 
 row | 9.5979 | 9.6620 | 0.02119 | 0.7471 | 0.02837 | 0.02314 | 0.02368 | 0.8310 | 0.8291 | after | 256 | 985 | up 256 |  | .
 row | 9.5999 | 9.6640 | 0.01967 | 0.6935 | 0.02837 | 0.02312 | 0.02368 | 0.8308 | 0.8288 | after | 272 | 985 |  |  | .
 row | 9.6019 | 9.6660 | 0.02036 | 0.7176 | 0.02837 | 0.02311 | 0.02367 | 0.8306 | 0.8286 | after | 288 | 985 |  |  | .
 row | 9.6039 | 9.6680 | 0.01995 | 0.7035 | 0.02837 | 0.02309 | 0.02367 | 0.8304 | 0.8283 | after | 304 | 985 |  |  | .
 row | 9.6059 | 9.6700 | 0.02001 | 0.7055 | 0.02837 | 0.02308 | 0.02367 | 0.8302 | 0.8281 | after | 320 | 985 |  |  | .
 row | 9.6079 | 9.6720 | 0.01992 | 0.7024 | 0.02837 | 0.02306 | 0.02366 | 0.8299 | 0.8278 | after | 336 | 985 |  |  | .
 row | 9.6099 | 9.6740 | 0.02071 | 0.7301 | 0.02837 | 0.02305 | 0.02366 | 0.8298 | 0.8276 | after | 352 | 985 |  |  | .
 row | 9.6119 | 9.6760 | 0.02079 | 0.7329 | 0.02837 | 0.02304 | 0.02366 | 0.8296 | 0.8274 | after | 368 | 985 |  |  | .
 row | 9.6139 | 9.6780 | 0.02098 | 0.7397 | 0.02837 | 0.02303 | 0.02365 | 0.8295 | 0.8273 | after | 384 | 985 |  |  | .
 row | 9.6159 | 9.6800 | 0.01961 | 0.6913 | 0.02837 | 0.02301 | 0.02365 | 0.8292 | 0.8270 | after | 400 | 985 |  |  | .
 row | 9.6179 | 9.6820 | 0.02089 | 0.7364 | 0.02837 | 0.02300 | 0.02365 | 0.8291 | 0.8268 | after | 416 | 985 |  |  | .
 row | 9.6199 | 9.6840 | 0.02021 | 0.7125 | 0.02837 | 0.02298 | 0.02364 | 0.8289 | 0.8266 | after | 432 | 985 |  |  | .
 row | 9.6219 | 9.6860 | 0.02075 | 0.7314 | 0.02837 | 0.02297 | 0.02364 | 0.8287 | 0.8264 | after | 448 | 985 |  |  | .
 row | 9.6239 | 9.6880 | 0.02071 | 0.7301 | 0.02837 | 0.02296 | 0.02364 | 0.8286 | 0.8262 | after | 464 | 985 |  |  | .
 row | 9.6259 | 9.6900 | 0.02288 | 0.8067 | 0.02837 | 0.02296 | 0.02364 | 0.8285 | 0.8262 | after | 480 | 985 |  |  | .
 row | 9.6279 | 9.6920 | 0.02462 | 0.8679 | 0.02836 | 0.02296 | 0.02364 | 0.8287 | 0.8263 | tone | 496 | 985 | down |  | .
 row | 9.6299 | 9.6940 | 0.02488 | 0.8773 | 0.02836 | 0.02296 | 0.02364 | 0.8288 | 0.8264 | tone | 512 | 985 |  |  | .
 row | 9.6319 | 9.6960 | 0.02449 | 0.8637 | 0.02835 | 0.02296 | 0.02364 | 0.8289 | 0.8266 | tone | 528 | 985 |  |  | .
 row | 9.6339 | 9.6980 | 0.02390 | 0.8429 | 0.02835 | 0.02296 | 0.02364 | 0.8291 | 0.8267 | tone | 544 | 985 |  |  | .
 row | 9.6359 | 9.7000 | 0.02268 | 0.8000 | 0.02835 | 0.02296 | 0.02364 | 0.8290 | 0.8267 | idle | 560 | 985 | spike 64 |  | .
 row | 9.6379 | 9.7020 | 0.02336 | 0.8239 | 0.02835 | 0.02296 | 0.02364 | 0.8290 | 0.8266 | idle | 576 | 985 |  |  | .
 row | 9.6399 | 9.7040 | 0.02382 | 0.8404 | 0.02835 | 0.02296 | 0.02364 | 0.8292 | 0.8268 | tone | 0 | 985 | down |  | 
 row | 9.6419 | 9.7060 | 0.02496 | 0.8807 | 0.02834 | 0.02296 | 0.02364 | 0.8293 | 0.8269 | tone | 16 | 985 |  |  | 
 row | 9.6439 | 9.7080 | 0.02394 | 0.8449 | 0.02834 | 0.02296 | 0.02364 | 0.8295 | 0.8271 | tone | 32 | 985 |  |  | 
 row | 9.6459 | 9.7100 | 0.02449 | 0.8642 | 0.02833 | 0.02296 | 0.02364 | 0.8296 | 0.8272 | tone | 48 | 985 |  |  | 
 row | 9.6479 | 9.7120 | 0.02443 | 0.8623 | 0.02833 | 0.02296 | 0.02364 | 0.8297 | 0.8273 | tone | 64 | 985 |  |  | 
 row | 9.6499 | 9.7140 | 0.02343 | 0.8269 | 0.02833 | 0.02296 | 0.02364 | 0.8297 | 0.8273 | idle | 80 | 985 | spike 80 |  | 
 row | 9.6519 | 9.7160 | 0.02447 | 0.8640 | 0.02833 | 0.02296 | 0.02364 | 0.8299 | 0.8275 | tone | 0 | 985 | down |  | 
 row | 9.6539 | 9.7180 | 0.02418 | 0.8538 | 0.02832 | 0.02296 | 0.02364 | 0.8300 | 0.8276 | tone | 16 | 985 |  |  | 
 row | 9.6559 | 9.7200 | 0.02515 | 0.8882 | 0.02832 | 0.02296 | 0.02364 | 0.8301 | 0.8277 | tone | 32 | 985 |  |  | 
 row | 9.6579 | 9.7220 | 0.02459 | 0.8686 | 0.02831 | 0.02296 | 0.02365 | 0.8303 | 0.8278 | tone | 48 | 985 |  |  | 
 row | 9.6599 | 9.7240 | 0.02409 | 0.8511 | 0.02831 | 0.02296 | 0.02365 | 0.8304 | 0.8280 | tone | 64 | 985 |  |  | 
 row | 9.6619 | 9.7260 | 0.02473 | 0.8736 | 0.02831 | 0.02296 | 0.02365 | 0.8305 | 0.8281 | tone | 80 | 985 |  |  | 
 row | 9.6639 | 9.7280 | 0.02552 | 0.9018 | 0.02830 | 0.02296 | 0.02365 | 0.8307 | 0.8282 | tone | 96 | 985 |  |  | 
 row | 9.6659 | 9.7300 | 0.02502 | 0.8841 | 0.02830 | 0.02296 | 0.02365 | 0.8308 | 0.8284 | tone | 112 | 985 |  |  | 
 row | 9.6679 | 9.7320 | 0.02603 | 0.9199 | 0.02830 | 0.02296 | 0.02365 | 0.8309 | 0.8285 | tone | 128 | 985 |  |  | 
 row | 9.6699 | 9.7340 | 0.02425 | 0.8570 | 0.02829 | 0.02296 | 0.02365 | 0.8311 | 0.8286 | tone | 144 | 985 |  |  | 
 row | 9.6719 | 9.7360 | 0.02583 | 0.9129 | 0.02829 | 0.02296 | 0.02366 | 0.8312 | 0.8288 | tone | 160 | 985 |  |  | 
 row | 9.6739 | 9.7380 | 0.02471 | 0.8735 | 0.02829 | 0.02296 | 0.02366 | 0.8313 | 0.8289 | tone | 176 | 985 |  |  | 
 row | 9.6759 | 9.7400 | 0.02485 | 0.8785 | 0.02828 | 0.02296 | 0.02366 | 0.8315 | 0.8290 | tone | 192 | 985 |  |  | 
 row | 9.6779 | 9.7420 | 0.02337 | 0.8263 | 0.02828 | 0.02296 | 0.02366 | 0.8315 | 0.8290 | idle | 208 | 985 | spike 208 |  | 
 row | 9.6799 | 9.7440 | 0.02385 | 0.8434 | 0.02828 | 0.02296 | 0.02366 | 0.8316 | 0.8292 | tone | 0 | 985 | down |  | 
 row | 9.6819 | 9.7460 | 0.02374 | 0.8397 | 0.02828 | 0.02296 | 0.02366 | 0.8317 | 0.8293 | tone | 16 | 985 |  |  | 
 row | 9.6839 | 9.7480 | 0.02277 | 0.8054 | 0.02828 | 0.02296 | 0.02366 | 0.8317 | 0.8293 | idle | 32 | 985 | spike 32 |  | 
 row | 9.6859 | 9.7500 | 0.02417 | 0.8550 | 0.02827 | 0.02296 | 0.02366 | 0.8319 | 0.8294 | tone | 0 | 985 | down |  | 
 row | 9.6879 | 9.7520 | 0.02356 | 0.8334 | 0.02827 | 0.02296 | 0.02366 | 0.8319 | 0.8294 | tone | 16 | 985 |  |  | 
 row | 9.6899 | 9.7540 | 0.02350 | 0.8311 | 0.02827 | 0.02296 | 0.02366 | 0.8319 | 0.8294 | tone | 32 | 985 |  |  | 
 row | 9.6919 | 9.7560 | 0.02261 | 0.7997 | 0.02827 | 0.02296 | 0.02366 | 0.8318 | 0.8293 | idle | 48 | 985 | spike 48 |  | 
 row | 9.6939 | 9.7580 | 0.02257 | 0.7984 | 0.02827 | 0.02296 | 0.02365 | 0.8318 | 0.8293 | idle | 64 | 985 |  |  | 
 row | 9.6959 | 9.7600 | 0.02146 | 0.7591 | 0.02827 | 0.02295 | 0.02365 | 0.8317 | 0.8292 | idle | 80 | 985 |  |  | 
 row | 9.6979 | 9.7620 | 0.02188 | 0.7740 | 0.02827 | 0.02295 | 0.02365 | 0.8316 | 0.8291 | idle | 96 | 985 |  |  | 
 row | 9.6999 | 9.7640 | 0.02091 | 0.7397 | 0.02827 | 0.02294 | 0.02365 | 0.8314 | 0.8289 | idle | 112 | 985 |  |  | 
 row | 9.7019 | 9.7660 | 0.02267 | 0.8017 | 0.02827 | 0.02293 | 0.02365 | 0.8314 | 0.8289 | idle | 128 | 985 |  |  | 
 row | 9.7039 | 9.7680 | 0.02236 | 0.7908 | 0.02827 | 0.02293 | 0.02365 | 0.8313 | 0.8288 | idle | 144 | 985 |  |  | 
 row | 9.7059 | 9.7700 | 0.02093 | 0.7404 | 0.02827 | 0.02292 | 0.02364 | 0.8312 | 0.8286 | idle | 160 | 985 |  |  | 
 row | 9.7079 | 9.7720 | 0.02073 | 0.7331 | 0.02827 | 0.02291 | 0.02364 | 0.8310 | 0.8284 | idle | 176 | 985 |  |  | 
 row | 9.7099 | 9.7740 | 0.02384 | 0.8434 | 0.02827 | 0.02291 | 0.02364 | 0.8311 | 0.8286 | tone | 0 | 985 | down |  | 
 row | 9.7119 | 9.7760 | 0.02598 | 0.9192 | 0.02827 | 0.02291 | 0.02364 | 0.8313 | 0.8287 | tone | 16 | 985 |  |  | 
 row | 9.7139 | 9.7780 | 0.02557 | 0.9047 | 0.02826 | 0.02291 | 0.02364 | 0.8314 | 0.8288 | tone | 32 | 985 |  |  | 
 row | 9.7159 | 9.7800 | 0.02699 | 0.9549 | 0.02826 | 0.02291 | 0.02365 | 0.8315 | 0.8289 | tone | 48 | 985 |  |  | 
 row | 9.7179 | 9.7820 | 0.02577 | 0.9118 | 0.02826 | 0.02291 | 0.02365 | 0.8317 | 0.8291 | tone | 64 | 985 |  |  | 
 row | 9.7199 | 9.7840 | 0.02652 | 0.9387 | 0.02826 | 0.02291 | 0.02365 | 0.8318 | 0.8292 | tone | 80 | 985 |  |  | 
 row | 9.7219 | 9.7860 | 0.02584 | 0.9144 | 0.02825 | 0.02291 | 0.02366 | 0.8319 | 0.8293 | tone | 96 | 985 |  |  | 
 row | 9.7239 | 9.7880 | 0.02560 | 0.9061 | 0.02825 | 0.02291 | 0.02366 | 0.8321 | 0.8294 | tone | 112 | 985 |  |  | 
 row | 9.7259 | 9.7900 | 0.02416 | 0.8552 | 0.02825 | 0.02291 | 0.02366 | 0.8322 | 0.8296 | tone | 128 | 985 |  |  | 
 row | 9.7279 | 9.7920 | 0.02454 | 0.8689 | 0.02824 | 0.02291 | 0.02366 | 0.8323 | 0.8297 | tone | 144 | 985 |  |  | 
 row | 9.7299 | 9.7940 | 0.02543 | 0.9003 | 0.02824 | 0.02291 | 0.02366 | 0.8325 | 0.8298 | tone | 160 | 985 |  |  | 
 row | 9.7319 | 9.7960 | 0.02786 | 0.9865 | 0.02824 | 0.02291 | 0.02366 | 0.8326 | 0.8299 | tone | 176 | 985 |  |  | 
 row | 9.7339 | 9.7980 | 0.02750 | 0.9737 | 0.02824 | 0.02291 | 0.02367 | 0.8327 | 0.8301 | tone | 192 | 985 |  |  | 
 row | 9.7359 | 9.8000 | 0.02696 | 0.9547 | 0.02824 | 0.02291 | 0.02367 | 0.8329 | 0.8302 | tone | 208 | 985 |  |  | 
 row | 9.7379 | 9.8020 | 0.02766 | 0.9797 | 0.02824 | 0.02291 | 0.02368 | 0.8330 | 0.8303 | tone | 224 | 985 |  |  | 
 row | 9.7399 | 9.8040 | 0.02736 | 0.9689 | 0.02824 | 0.02291 | 0.02368 | 0.8331 | 0.8304 | tone | 240 | 985 |  |  | 
 row | 9.7419 | 9.8060 | 0.02398 | 0.8494 | 0.02823 | 0.02291 | 0.02368 | 0.8333 | 0.8305 | tone | 256 | 985 |  |  | 
 row | 9.7439 | 9.8080 | 0.02158 | 0.7643 | 0.02823 | 0.02290 | 0.02368 | 0.8332 | 0.8304 | after | 272 | 985 | up 272 |  | .
 row | 9.7459 | 9.8100 | 0.02155 | 0.7632 | 0.02823 | 0.02290 | 0.02368 | 0.8331 | 0.8303 | after | 288 | 985 |  |  | .
 row | 9.7479 | 9.8120 | 0.02070 | 0.7333 | 0.02823 | 0.02289 | 0.02367 | 0.8329 | 0.8301 | after | 304 | 985 |  |  | .
 row | 9.7499 | 9.8140 | 0.01982 | 0.7021 | 0.02823 | 0.02287 | 0.02367 | 0.8327 | 0.8298 | after | 320 | 985 |  |  | .
 row | 9.7519 | 9.8160 | 0.02205 | 0.7811 | 0.02823 | 0.02287 | 0.02367 | 0.8326 | 0.8298 | after | 336 | 985 |  |  | .
 row | 9.7539 | 9.8180 | 0.02361 | 0.8364 | 0.02823 | 0.02287 | 0.02367 | 0.8326 | 0.8298 | tone | 352 | 985 | down |  | .
 row | 9.7559 | 9.8200 | 0.02643 | 0.9362 | 0.02823 | 0.02287 | 0.02367 | 0.8327 | 0.8299 | tone | 368 | 985 |  |  | .
 row | 9.7579 | 9.8220 | 0.02720 | 0.9635 | 0.02823 | 0.02287 | 0.02367 | 0.8329 | 0.8300 | tone | 384 | 985 |  |  | .
 row | 9.7599 | 9.8240 | 0.02851 | 1.0098 | 0.02823 | 0.02287 | 0.02368 | 0.8330 | 0.8301 | tone | 400 | 985 |  |  | .
 row | 9.7619 | 9.8260 | 0.02700 | 0.9564 | 0.02823 | 0.02287 | 0.02368 | 0.8331 | 0.8302 | tone | 416 | 985 |  |  | .
 row | 9.7639 | 9.8280 | 0.02685 | 0.9510 | 0.02823 | 0.02287 | 0.02368 | 0.8332 | 0.8303 | tone | 432 | 985 |  |  | .
 row | 9.7659 | 9.8300 | 0.02659 | 0.9419 | 0.02823 | 0.02287 | 0.02369 | 0.8334 | 0.8304 | tone | 448 | 985 |  |  | .
 row | 9.7679 | 9.8320 | 0.02596 | 0.9199 | 0.02823 | 0.02287 | 0.02369 | 0.8335 | 0.8306 | tone | 464 | 985 |  |  | .
 row | 9.7699 | 9.8340 | 0.02645 | 0.9372 | 0.02822 | 0.02287 | 0.02369 | 0.8336 | 0.8307 | tone | 480 | 985 |  |  | .
 row | 9.7719 | 9.8360 | 0.02753 | 0.9756 | 0.02822 | 0.02287 | 0.02370 | 0.8337 | 0.8308 | tone | 496 | 985 |  |  | .
 row | 9.7739 | 9.8380 | 0.02793 | 0.9897 | 0.02822 | 0.02287 | 0.02370 | 0.8339 | 0.8309 | tone | 512 | 985 |  |  | .
 row | 9.7759 | 9.8400 | 0.02906 | 1.0295 | 0.02823 | 0.02287 | 0.02371 | 0.8339 | 0.8309 | tone | 528 | 985 |  |  | .
 row | 9.7779 | 9.8420 | 0.03000 | 1.0624 | 0.02824 | 0.02287 | 0.02371 | 0.8338 | 0.8308 | tone | 544 | 985 |  |  | .
 row | 9.7799 | 9.8440 | 0.02885 | 1.0215 | 0.02824 | 0.02287 | 0.02372 | 0.8339 | 0.8309 | tone | 560 | 985 |  |  | .
 row | 9.7819 | 9.8460 | 0.03002 | 1.0629 | 0.02825 | 0.02287 | 0.02372 | 0.8338 | 0.8308 | tone | 576 | 985 |  |  | .
 row | 9.7839 | 9.8480 | 0.02715 | 0.9611 | 0.02825 | 0.02287 | 0.02373 | 0.8339 | 0.8309 | tone | 592 | 985 |  |  | .
 row | 9.7859 | 9.8500 | 0.02740 | 0.9701 | 0.02825 | 0.02287 | 0.02373 | 0.8340 | 0.8310 | tone | 608 | 985 |  |  | .
 row | 9.7879 | 9.8520 | 0.02547 | 0.9018 | 0.02824 | 0.02287 | 0.02373 | 0.8342 | 0.8311 | tone | 624 | 985 |  |  | .
 row | 9.7899 | 9.8540 | 0.02653 | 0.9395 | 0.02824 | 0.02287 | 0.02374 | 0.8343 | 0.8312 | tone | 640 | 985 |  |  | .
 row | 9.7919 | 9.8560 | 0.02647 | 0.9372 | 0.02824 | 0.02287 | 0.02374 | 0.8344 | 0.8314 | tone | 656 | 985 |  |  | .
 row | 9.7939 | 9.8580 | 0.02698 | 0.9553 | 0.02824 | 0.02287 | 0.02374 | 0.8346 | 0.8315 | tone | 672 | 985 |  |  | .
 row | 9.7959 | 9.8600 | 0.02529 | 0.8956 | 0.02823 | 0.02287 | 0.02374 | 0.8347 | 0.8316 | tone | 688 | 985 |  |  | .
 row | 9.7979 | 9.8620 | 0.02695 | 0.9546 | 0.02823 | 0.02287 | 0.02375 | 0.8348 | 0.8317 | tone | 704 | 985 |  |  | .
 row | 9.7999 | 9.8640 | 0.03015 | 1.0674 | 0.02824 | 0.02287 | 0.02375 | 0.8347 | 0.8316 | tone | 720 | 985 |  |  | .
 row | 9.8019 | 9.8660 | 0.03114 | 1.1020 | 0.02826 | 0.02287 | 0.02376 | 0.8345 | 0.8313 | tone | 736 | 985 |  |  | .
 row | 9.8039 | 9.8680 | 0.03008 | 1.0640 | 0.02827 | 0.02287 | 0.02377 | 0.8344 | 0.8312 | tone | 752 | 985 |  |  | .
 row | 9.8059 | 9.8700 | 0.03128 | 1.1059 | 0.02828 | 0.02287 | 0.02377 | 0.8342 | 0.8310 | tone | 768 | 985 |  |  | .
 row | 9.8079 | 9.8720 | 0.03140 | 1.1098 | 0.02830 | 0.02287 | 0.02378 | 0.8339 | 0.8307 | tone | 784 | 985 |  |  | .
 row | 9.8099 | 9.8740 | 0.03034 | 1.0718 | 0.02831 | 0.02287 | 0.02379 | 0.8338 | 0.8306 | tone | 800 | 985 |  |  | .
 row | 9.8119 | 9.8760 | 0.03093 | 1.0920 | 0.02832 | 0.02287 | 0.02380 | 0.8336 | 0.8304 | tone | 816 | 985 |  |  | .
 row | 9.8139 | 9.8780 | 0.03051 | 1.0767 | 0.02833 | 0.02287 | 0.02380 | 0.8335 | 0.8302 | tone | 832 | 985 |  |  | .
 row | 9.8159 | 9.8800 | 0.03157 | 1.1138 | 0.02835 | 0.02287 | 0.02381 | 0.8333 | 0.8299 | tone | 848 | 985 |  |  | .
 row | 9.8179 | 9.8820 | 0.03071 | 1.0829 | 0.02836 | 0.02287 | 0.02382 | 0.8331 | 0.8298 | tone | 864 | 985 |  |  | .
 row | 9.8199 | 9.8840 | 0.03188 | 1.1235 | 0.02838 | 0.02287 | 0.02382 | 0.8328 | 0.8294 | tone | 880 | 985 |  |  | .
 row | 9.8219 | 9.8860 | 0.03149 | 1.1092 | 0.02839 | 0.02287 | 0.02383 | 0.8326 | 0.8292 | tone | 896 | 985 |  |  | .
 row | 9.8239 | 9.8880 | 0.03301 | 1.1615 | 0.02842 | 0.02287 | 0.02384 | 0.8322 | 0.8287 | tone | 912 | 985 |  |  | .
 row | 9.8259 | 9.8900 | 0.03290 | 1.1570 | 0.02844 | 0.02287 | 0.02385 | 0.8317 | 0.8283 | tone | 928 | 985 |  |  | .
 row | 9.8279 | 9.8920 | 0.03260 | 1.1455 | 0.02846 | 0.02287 | 0.02386 | 0.8314 | 0.8279 | tone | 944 | 985 |  |  | .
 row | 9.8299 | 9.8940 | 0.03129 | 1.0990 | 0.02847 | 0.02287 | 0.02387 | 0.8312 | 0.8277 | tone | 960 | 985 |  |  | .
 row | 9.8319 | 9.8960 | 0.02980 | 1.0463 | 0.02848 | 0.02287 | 0.02387 | 0.8312 | 0.8276 | tone | 976 | 985 |  |  | .
 row | 9.8339 | 9.8980 | 0.02806 | 0.9854 | 0.02848 | 0.02287 | 0.02388 | 0.8313 | 0.8277 | tone | 992 | 985 |  |  | .
 row | 9.8359 | 9.9000 | 0.02993 | 1.0505 | 0.02849 | 0.02287 | 0.02388 | 0.8312 | 0.8277 | tone | 1008 | 985 |  |  | .
 row | 9.8379 | 9.9020 | 0.02949 | 1.0352 | 0.02849 | 0.02287 | 0.02389 | 0.8313 | 0.8277 | tone | 1024 | 985 |  |  | .
 row | 9.8399 | 9.9040 | 0.02776 | 0.9743 | 0.02849 | 0.02287 | 0.02389 | 0.8314 | 0.8278 | tone | 1040 | 985 |  |  | .
 row | 9.8419 | 9.9060 | 0.02790 | 0.9791 | 0.02849 | 0.02287 | 0.02390 | 0.8315 | 0.8279 | tone | 1056 | 985 |  |  | .
 row | 9.8439 | 9.9080 | 0.02711 | 0.9517 | 0.02849 | 0.02287 | 0.02390 | 0.8316 | 0.8280 | tone | 1072 | 985 |  |  | .
 row | 9.8459 | 9.9100 | 0.02681 | 0.9413 | 0.02849 | 0.02287 | 0.02390 | 0.8318 | 0.8281 | tone | 1088 | 985 |  |  | .
 row | 9.8479 | 9.9120 | 0.02509 | 0.8810 | 0.02848 | 0.02287 | 0.02390 | 0.8319 | 0.8283 | tone | 1104 | 985 |  |  | .
 row | 9.8499 | 9.9140 | 0.02398 | 0.8418 | 0.02848 | 0.02287 | 0.02390 | 0.8320 | 0.8284 | tone | 1120 | 985 |  |  | .
 row | 9.8519 | 9.9160 | 0.02372 | 0.8329 | 0.02848 | 0.02287 | 0.02390 | 0.8320 | 0.8284 | tone | 1136 | 985 |  |  | .
 row | 9.8539 | 9.9180 | 0.02498 | 0.8772 | 0.02848 | 0.02287 | 0.02390 | 0.8322 | 0.8285 | tone | 1152 | 985 |  |  | .
 row | 9.8559 | 9.9200 | 0.02401 | 0.8434 | 0.02847 | 0.02287 | 0.02390 | 0.8323 | 0.8287 | tone | 1168 | 985 |  |  | .
 row | 9.8579 | 9.9220 | 0.02436 | 0.8556 | 0.02847 | 0.02287 | 0.02391 | 0.8324 | 0.8288 | tone | 1184 | 985 |  |  | .
