Test run for C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll (.NETCoreApp,Version=v8.0)
A total of 1 test files matched the specified pattern.
C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll
[xUnit.net 00:00:00.00] xUnit.net VSTest Adapter v2.8.2+699d445a1a (64-bit .NET 8.0.24)
[xUnit.net 00:00:01.70]   Discovering: Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.90]   Discovered:  Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.90]   Starting:    Hamlet.RadioEngine.Tests
[xUnit.net 00:01:05.12]   Finished:    Hamlet.RadioEngine.Tests
  Passed Hamlet.RadioEngine.Tests.Cw.WhatTheSureLettersMarksLookLikeTests.EverySureLetterAgainstADitADahAndAnElementGap [1 m 3 s]
  Standard Output Messages:
 letter | set | recording | at s | sent | emitted | class | pattern | unit ms | unit from | marks ms/units/distance | inner gaps ms/units/distance | worst mark | worst gap | marks against elements
 letter | real | unadjudicated/cw-2026-09-24-004427 | 7.615 | `T` | `T` | right | - | 55.0 | estimator | 165ms/3.00u/d1.00 |  | 1.00 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004427 | 8.510 | `O` | `O` | right | --- | 55.0 | estimator | 165ms/3.00u/d1.00 165ms/3.00u/d1.00 160ms/2.91u/d1.03 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.03 | 1.00 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004427 | 9.090 | `R` | `R` | right | .-. | 55.0 | estimator | 60ms/1.09u/d1.09 160ms/2.91u/d1.03 50ms/0.91u/d1.10 | 50ms/0.91u/d1.10 60ms/1.09u/d1.09 | 1.10 | 1.10 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004427 | 12.295 | `Q` | `Q` | right | --.- | 55.0 | estimator | 180ms/3.27u/d1.09 175ms/3.18u/d1.06 75ms/1.36u/d1.36 180ms/3.27u/d1.09 | 50ms/0.91u/d1.10 55ms/1.00u/d1.00 40ms/0.73u/d1.38 | 1.36 | 1.38 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004427 | 12.780 | `S` | `S` | right | ... | 55.0 | estimator | 90ms/1.64u/d1.64 65ms/1.18u/d1.18 65ms/1.18u/d1.18 | 25ms/0.45u/d2.20 55ms/1.00u/d1.00 | 1.64 | 2.20 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004427 | 13.485 | `L` | `L` | right | .-.. | 55.0 | estimator | 60ms/1.09u/d1.09 175ms/3.18u/d1.06 65ms/1.18u/d1.18 60ms/1.09u/d1.09 | 65ms/1.18u/d1.18 50ms/0.91u/d1.10 55ms/1.00u/d1.00 | 1.18 | 1.18 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004427 | 14.105 | `T` | `T` | right | - | 57.5 | estimator | 175ms/3.04u/d1.01 |  | 1.01 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004427 | 14.710 | `N` | `N` | right | -. | 57.5 | estimator | 175ms/3.04u/d1.01 80ms/1.39u/d1.39 | 55ms/0.96u/d1.05 | 1.39 | 1.05 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004510 | 18.145 | `K` | `K` | right | -.- | 55.0 | estimator | 155ms/2.82u/d1.06 55ms/1.00u/d1.00 150ms/2.73u/d1.10 | 45ms/0.82u/d1.22 50ms/0.91u/d1.10 | 1.10 | 1.22 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004510 | 18.620 | `A` | `A` | right | .- | 52.5 | estimator | 50ms/0.95u/d1.05 150ms/2.86u/d1.05 | 50ms/0.95u/d1.05 | 1.05 | 1.05 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004510 | 19.560 | `2` | `2` | right | ..--- | 52.5 | estimator | 55ms/1.05u/d1.05 55ms/1.05u/d1.05 155ms/2.95u/d1.02 155ms/2.95u/d1.02 155ms/2.95u/d1.02 | 45ms/0.86u/d1.17 45ms/0.86u/d1.17 45ms/0.86u/d1.17 45ms/0.86u/d1.17 | 1.05 | 1.17 | 5 of 5
 letter | real | unadjudicated/cw-2026-09-24-004510 | 20.275 | `G` | `G` | right | --. | 52.5 | estimator | 155ms/2.95u/d1.02 155ms/2.95u/d1.02 50ms/0.95u/d1.05 | 45ms/0.86u/d1.17 50ms/0.95u/d1.05 | 1.05 | 1.17 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004510 | 21.145 | `J` | `J` | right | .--- | 50.0 | marks (441) | 55ms/1.10u/d1.10 155ms/3.10u/d1.03 150ms/3.00u/d1.00 155ms/3.10u/d1.03 | 45ms/0.90u/d1.11 50ms/1.00u/d1.00 45ms/0.90u/d1.11 | 1.10 | 1.11 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004510 | 21.825 | `V` | `V` | right | ...- | 50.0 | marks (441) | 60ms/1.20u/d1.20 50ms/1.00u/d1.00 50ms/1.00u/d1.00 155ms/3.10u/d1.03 | 50ms/1.00u/d1.00 50ms/1.00u/d1.00 50ms/1.00u/d1.00 | 1.20 | 1.00 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004510 | 25.440 | `A` | `A` | right | .- | 50.0 | marks (441) | 60ms/1.20u/d1.20 155ms/3.10u/d1.03 | 45ms/0.90u/d1.11 | 1.20 | 1.11 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004510 | 25.885 | `A` | `A` | right | .- | 50.0 | marks (441) | 45ms/0.90u/d1.11 150ms/3.00u/d1.00 | 55ms/1.10u/d1.10 | 1.11 | 1.10 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004510 | 26.705 | `3` | `3` | right | ...-- | 50.0 | marks (441) | 55ms/1.10u/d1.10 55ms/1.10u/d1.10 55ms/1.10u/d1.10 155ms/3.10u/d1.03 | 50ms/1.00u/d1.00 45ms/0.90u/d1.11 45ms/0.90u/d1.11 | 1.10 | 1.11 | 4 of 5
 letter | real | unadjudicated/cw-2026-09-24-004510 | 27.135 | `S` | `S` | right | ... | 50.0 | marks (441) | 55ms/1.10u/d1.10 55ms/1.10u/d1.10 55ms/1.10u/d1.10 | 45ms/0.90u/d1.11 45ms/0.90u/d1.11 | 1.10 | 1.11 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004510 | 27.840 | `B` | `B` | right | -... | 50.0 | marks (441) | 160ms/3.20u/d1.07 50ms/1.00u/d1.00 50ms/1.00u/d1.00 50ms/1.00u/d1.00 | 45ms/0.90u/d1.11 50ms/1.00u/d1.00 50ms/1.00u/d1.00 | 1.07 | 1.11 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004550 | 15.925 | `D` | `D` | right | -.. | 52.5 | estimator | 165ms/3.14u/d1.05 55ms/1.05u/d1.05 55ms/1.05u/d1.05 | 55ms/1.05u/d1.05 55ms/1.05u/d1.05 | 1.05 | 1.05 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004550 | 16.150 | `E` | `E` | right | . | 52.5 | estimator | 50ms/0.95u/d1.05 |  | 1.05 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004550 | 16.935 | `K` | `K` | right | -.- | 52.5 | estimator | 155ms/2.95u/d1.02 55ms/1.05u/d1.05 160ms/3.05u/d1.02 | 60ms/1.14u/d1.14 60ms/1.14u/d1.14 | 1.05 | 1.14 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004550 | 17.365 | `A` | `A` | right | .- | 52.5 | estimator | 50ms/0.95u/d1.05 170ms/3.24u/d1.08 | 55ms/1.05u/d1.05 | 1.08 | 1.05 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004550 | 18.380 | `2` | `2` | right | ..--- | 55.0 | estimator | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 170ms/3.09u/d1.03 165ms/3.00u/d1.00 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 50ms/0.91u/d1.10 60ms/1.09u/d1.09 | 1.03 | 1.10 | 5 of 5
 letter | real | unadjudicated/cw-2026-09-24-004550 | 19.120 | `G` | `G` | right | --. | 55.0 | estimator | 165ms/3.00u/d1.00 160ms/2.91u/d1.03 50ms/0.91u/d1.10 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.10 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004550 | 20.070 | `J` | `J` | right | .--- | 55.0 | estimator | 55ms/1.00u/d1.00 160ms/2.91u/d1.03 160ms/2.91u/d1.03 155ms/2.82u/d1.06 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 65ms/1.18u/d1.18 | 1.06 | 1.18 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004550 | 20.795 | `V` | `V` | right | ...- | 55.0 | estimator | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 50ms/0.91u/d1.10 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 55ms/1.00u/d1.00 | 1.10 | 1.09 | 4 of 4
 bin | real | worst mark | distance | right | wrong | added | wrong or added | right at or past the bin | wrong or added at or past the bin
 bin | real | worst mark | 1.00 to 1.25 | 194 | 12 | 3 | 15 | 374 | 47
 bin | real | worst mark | 1.25 to 1.50 | 98 | 7 | 1 | 8 | 180 | 32
 bin | real | worst mark | 1.50 to 2.00 | 55 | 10 | 0 | 10 | 82 | 24
 bin | real | worst mark | 2.00 to 3.00 | 7 | 4 | 0 | 4 | 27 | 14
 bin | real | worst mark | 3.00 to 5.00 | 10 | 3 | 0 | 3 | 20 | 10
 bin | real | worst mark | 5.00 and over | 2 | 4 | 0 | 4 | 10 | 7
 bin | real | worst mark | no whole mark | 8 | 3 | 0 | 3 | 8 | 3
 edge | real | worst mark | farthest right letter Infinity (Infinity) | wrong or added past it 0 of 47 | 
 farthest right | real | worst mark | unadjudicated/cw-2026-08-22-031838 19.755 `E` Infinity, unadjudicated/cw-2026-08-22-031905 15.410 `I` Infinity, unadjudicated/cw-2026-08-22-032012 13.825 `T` Infinity, unadjudicated/cw-2026-08-22-032012 28.765 `E` Infinity, unadjudicated/cw-2026-08-22-032113 2.675 `E` Infinity
 bin | real | worst gap | distance | right | wrong | added | wrong or added | right at or past the bin | wrong or added at or past the bin
 bin | real | worst gap | 1.00 to 1.25 | 218 | 29 | 2 | 31 | 374 | 47
 bin | real | worst gap | 1.25 to 1.50 | 84 | 4 | 2 | 6 | 156 | 16
 bin | real | worst gap | 1.50 to 2.00 | 26 | 2 | 0 | 2 | 72 | 10
 bin | real | worst gap | 2.00 to 3.00 | 22 | 1 | 0 | 1 | 46 | 8
 bin | real | worst gap | 3.00 to 5.00 | 21 | 3 | 0 | 3 | 24 | 7
 bin | real | worst gap | 5.00 and over | 3 | 4 | 0 | 4 | 3 | 4
 bin | real | worst gap | no whole mark | 0 | 0 | 0 | 0 | 0 | 0
 edge | real | worst gap | farthest right letter 6.500 (6.5) | wrong or added past it 2 of 47 | unadjudicated/cw-2026-08-22-032129 17.400 `T`->`E` 10.00, unadjudicated/cw-2026-08-22-032129 20.660 `0`->`E` 15.00
 farthest right | real | worst gap | unadjudicated/cw-2026-08-22-032012 16.385 `T` 6.50, unadjudicated/cw-2026-08-22-032012 16.720 `I` 6.50, cw-2026-08-18-004507 25.995 `E` 5.00, unadjudicated/cw-2026-08-22-032129 15.335 `E` 4.95, unadjudicated/cw-2026-08-22-032113 11.285 `R` 4.75
 bin | real | together, the worse of the two | distance | right | wrong | added | wrong or added | right at or past the bin | wrong or added at or past the bin
 bin | real | together, the worse of the two | 1.00 to 1.25 | 159 | 11 | 2 | 13 | 374 | 47
 bin | real | together, the worse of the two | 1.25 to 1.50 | 92 | 7 | 2 | 9 | 215 | 34
 bin | real | together, the worse of the two | 1.50 to 2.00 | 64 | 8 | 0 | 8 | 123 | 25
 bin | real | together, the worse of the two | 2.00 to 3.00 | 20 | 4 | 0 | 4 | 59 | 17
 bin | real | together, the worse of the two | 3.00 to 5.00 | 27 | 4 | 0 | 4 | 39 | 13
 bin | real | together, the worse of the two | 5.00 and over | 4 | 6 | 0 | 6 | 12 | 9
 bin | real | together, the worse of the two | no whole mark | 8 | 3 | 0 | 3 | 8 | 3
 edge | real | together, the worse of the two | farthest right letter Infinity (Infinity) | wrong or added past it 0 of 47 | 
 farthest right | real | together, the worse of the two | unadjudicated/cw-2026-08-22-031838 19.755 `E` Infinity, unadjudicated/cw-2026-08-22-031905 15.410 `I` Infinity, unadjudicated/cw-2026-08-22-032012 13.825 `T` Infinity, unadjudicated/cw-2026-08-22-032012 28.765 `E` Infinity, unadjudicated/cw-2026-08-22-032113 2.675 `E` Infinity
 total | real | 421 sure letters: 374 right, 43 wrong, 4 added | 64 whose whole marks differ in number from the pattern's elements | unit from: estimator 369, grid 34, marks (441) 18 | 0 whose rounded unit differs from the character's wpm
 letter | set | recording | at s | sent | emitted | class | pattern | unit ms | unit from | marks ms/units/distance | inner gaps ms/units/distance | worst mark | worst gap | marks against elements
 letter | synthetic | cq-12wpm-15db | 2.110 | `C` | `C` | right | -.-. | 100.0 | grid | 305ms/3.05u/d1.02 105ms/1.05u/d1.05 305ms/3.05u/d1.02 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 1.05 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 3.710 | `Q` | `Q` | right | --.- | 100.0 | estimator | 305ms/3.05u/d1.02 310ms/3.10u/d1.03 105ms/1.05u/d1.05 305ms/3.05u/d1.02 | 95ms/0.95u/d1.05 90ms/0.90u/d1.11 95ms/0.95u/d1.05 | 1.05 | 1.11 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 5.515 | `C` | `C` | right | -.-. | 100.0 | estimator | 305ms/3.05u/d1.02 105ms/1.05u/d1.05 305ms/3.05u/d1.02 110ms/1.10u/d1.10 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 1.10 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 7.110 | `Q` | `Q` | right | --.- | 100.0 | estimator | 305ms/3.05u/d1.02 305ms/3.05u/d1.02 115ms/1.15u/d1.15 305ms/3.05u/d1.02 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 85ms/0.85u/d1.18 | 1.15 | 1.18 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 8.910 | `C` | `C` | right | -.-. | 100.0 | estimator | 305ms/3.05u/d1.02 105ms/1.05u/d1.05 310ms/3.10u/d1.03 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 90ms/0.90u/d1.11 | 1.05 | 1.11 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 10.510 | `Q` | `Q` | right | --.- | 100.0 | estimator | 305ms/3.05u/d1.02 305ms/3.05u/d1.02 105ms/1.05u/d1.05 305ms/3.05u/d1.02 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 1.05 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 11.910 | `D` | `D` | right | -.. | 100.0 | estimator | 305ms/3.05u/d1.02 110ms/1.10u/d1.10 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 90ms/0.90u/d1.11 | 1.10 | 1.11 | 3 of 3
 letter | synthetic | cq-12wpm-15db | 12.310 | `E` | `E` | right | . | 100.0 | estimator | 105ms/1.05u/d1.05 |  | 1.05 | 1.00 | 1 of 1
 letter | synthetic | cq-12wpm-15db | 13.510 | `N` | `N` | right | -. | 100.0 | estimator | 305ms/3.05u/d1.02 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 | 1.05 | 1.05 | 2 of 2
 letter | synthetic | cq-12wpm-15db | 15.710 | `0` | `0` | right | ----- | 100.0 | estimator | 305ms/3.05u/d1.02 305ms/3.05u/d1.02 305ms/3.05u/d1.02 310ms/3.10u/d1.03 310ms/3.10u/d1.03 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 95ms/0.95u/d1.05 90ms/0.90u/d1.11 | 1.03 | 1.11 | 5 of 5
 letter | synthetic | cq-12wpm-15db | 17.110 | `C` | `C` | right | -.-. | 100.0 | estimator | 320ms/3.20u/d1.07 105ms/1.05u/d1.05 305ms/3.05u/d1.02 105ms/1.05u/d1.05 | 80ms/0.80u/d1.25 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 1.07 | 1.25 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 17.910 | `A` | `A` | right | .- | 100.0 | estimator | 105ms/1.05u/d1.05 315ms/3.15u/d1.05 | 95ms/0.95u/d1.05 | 1.05 | 1.05 | 2 of 2
 letter | synthetic | cq-12wpm-15db | 19.110 | `L` | `L` | right | .-.. | 100.0 | estimator | 105ms/1.05u/d1.05 305ms/3.05u/d1.02 105ms/1.05u/d1.05 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 1.05 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 20.310 | `L` | `L` | right | .-.. | 100.0 | estimator | 105ms/1.05u/d1.05 305ms/3.05u/d1.02 105ms/1.05u/d1.05 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 1.05 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 21.510 | `N` | `N` | right | -. | 100.0 | estimator | 305ms/3.05u/d1.02 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 | 1.05 | 1.05 | 2 of 2
 letter | synthetic | cq-12wpm-15db | 23.710 | `0` | `0` | right | ----- | 100.0 | estimator | 310ms/3.10u/d1.03 305ms/3.05u/d1.02 315ms/3.15u/d1.05 305ms/3.05u/d1.02 305ms/3.05u/d1.02 | 90ms/0.90u/d1.11 95ms/0.95u/d1.05 85ms/0.85u/d1.18 95ms/0.95u/d1.05 | 1.05 | 1.18 | 5 of 5
 letter | synthetic | cq-12wpm-15db | 25.110 | `C` | `C` | right | -.-. | 100.0 | estimator | 315ms/3.15u/d1.05 110ms/1.10u/d1.10 310ms/3.10u/d1.03 120ms/1.20u/d1.20 | 85ms/0.85u/d1.18 95ms/0.95u/d1.05 85ms/0.85u/d1.18 | 1.20 | 1.18 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 25.910 | `A` | `A` | right | .- | 100.0 | estimator | 120ms/1.20u/d1.20 305ms/3.05u/d1.02 | 80ms/0.80u/d1.25 | 1.20 | 1.25 | 2 of 2
 letter | synthetic | cq-12wpm-15db | 27.110 | `L` | `L` | right | .-.. | 100.0 | estimator | 110ms/1.10u/d1.10 305ms/3.05u/d1.02 110ms/1.10u/d1.10 110ms/1.10u/d1.10 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 90ms/0.90u/d1.11 | 1.10 | 1.11 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 28.310 | `L` | `L` | right | .-.. | 100.0 | estimator | 105ms/1.05u/d1.05 305ms/3.05u/d1.02 105ms/1.05u/d1.05 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 1.05 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-15db | 29.910 | `K` | `K` | right | -.- | 100.0 | estimator | 305ms/3.05u/d1.02 105ms/1.05u/d1.05 305ms/3.05u/d1.02 | 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 1.05 | 1.05 | 3 of 3
 letter | synthetic | cq-12wpm-5db | 2.110 | `C` | `C` | right | -.-. | 100.0 | grid | 350ms/3.50u/d1.17 95ms/0.95u/d1.05 295ms/2.95u/d1.02 105ms/1.05u/d1.05 | 45ms/0.45u/d2.22 105ms/1.05u/d1.05 100ms/1.00u/d1.00 | 1.17 | 2.22 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 3.710 | `Q` | `Q` | right | --.- | 102.5 | estimator | 295ms/2.88u/d1.04 290ms/2.83u/d1.06 90ms/0.88u/d1.14 295ms/2.88u/d1.04 | 110ms/1.07u/d1.07 120ms/1.17u/d1.17 100ms/0.98u/d1.03 | 1.14 | 1.17 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 5.510 | `C` | `C` | right | -.-. | 100.0 | marks (441) | 300ms/3.00u/d1.00 100ms/1.00u/d1.00 310ms/3.10u/d1.03 110ms/1.10u/d1.10 | 100ms/1.00u/d1.00 100ms/1.00u/d1.00 90ms/0.90u/d1.11 | 1.10 | 1.11 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 7.110 | `Q` | `Q` | right | --.- | 100.0 | marks (441) | 305ms/3.05u/d1.02 335ms/3.35u/d1.12 95ms/0.95u/d1.05 300ms/3.00u/d1.00 | 95ms/0.95u/d1.05 70ms/0.70u/d1.43 105ms/1.05u/d1.05 | 1.12 | 1.43 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 8.915 | `C` | `C` | right | -.-. | 100.0 | marks (441) | 305ms/3.05u/d1.02 75ms/0.75u/d1.33 320ms/3.20u/d1.07 105ms/1.05u/d1.05 | 115ms/1.15u/d1.15 100ms/1.00u/d1.00 85ms/0.85u/d1.18 | 1.33 | 1.18 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 10.510 | `Q` | `Q` | right | --.- | 100.0 | marks (441) | 305ms/3.05u/d1.02 295ms/2.95u/d1.02 100ms/1.00u/d1.00 300ms/3.00u/d1.00 | 100ms/1.00u/d1.00 105ms/1.05u/d1.05 100ms/1.00u/d1.00 | 1.02 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 11.910 | `D` | `D` | right | -.. | 100.0 | marks (441) | 300ms/3.00u/d1.00 105ms/1.05u/d1.05 100ms/1.00u/d1.00 | 95ms/0.95u/d1.05 100ms/1.00u/d1.00 | 1.05 | 1.05 | 3 of 3
 letter | synthetic | cq-12wpm-5db | 12.305 | `E` | `E` | right | . | 100.0 | estimator | 115ms/1.15u/d1.15 |  | 1.15 | 1.00 | 1 of 1
 letter | synthetic | cq-12wpm-5db | 13.510 | `N` | `N` | right | -. | 100.0 | marks (441) | 300ms/3.00u/d1.00 105ms/1.05u/d1.05 | 95ms/0.95u/d1.05 | 1.05 | 1.05 | 2 of 2
 letter | synthetic | cq-12wpm-5db | 15.710 | `0` | `0` | right | ----- | 100.0 | marks (441) | 300ms/3.00u/d1.00 350ms/3.50u/d1.17 305ms/3.05u/d1.02 300ms/3.00u/d1.00 315ms/3.15u/d1.05 | 100ms/1.00u/d1.00 50ms/0.50u/d2.00 95ms/0.95u/d1.05 105ms/1.05u/d1.05 | 1.17 | 2.00 | 5 of 5
 letter | synthetic | cq-12wpm-5db | 17.115 | `C` | `C` | right | -.-. | 100.0 | estimator | 300ms/3.00u/d1.00 105ms/1.05u/d1.05 295ms/2.95u/d1.02 110ms/1.10u/d1.10 | 95ms/0.95u/d1.05 105ms/1.05u/d1.05 100ms/1.00u/d1.00 | 1.10 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 17.905 | `A` | `A` | right | .- | 100.0 | marks (441) | 105ms/1.05u/d1.05 310ms/3.10u/d1.03 | 95ms/0.95u/d1.05 | 1.05 | 1.05 | 2 of 2
 letter | synthetic | cq-12wpm-5db | 19.105 | `L` | `L` | right | .-.. | 102.5 | estimator | 110ms/1.07u/d1.07 295ms/2.88u/d1.04 95ms/0.93u/d1.08 110ms/1.07u/d1.07 | 90ms/0.88u/d1.14 105ms/1.02u/d1.02 105ms/1.02u/d1.02 | 1.08 | 1.14 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 20.310 | `L` | `L` | right | .-.. | 100.0 | estimator | 95ms/0.95u/d1.05 300ms/3.00u/d1.00 100ms/1.00u/d1.00 100ms/1.00u/d1.00 | 105ms/1.05u/d1.05 100ms/1.00u/d1.00 105ms/1.05u/d1.05 | 1.05 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 21.510 | `N` | `N` | right | -. | 102.5 | estimator | 310ms/3.02u/d1.01 105ms/1.02u/d1.02 | 80ms/0.78u/d1.28 | 1.02 | 1.28 | 2 of 2
 letter | synthetic | cq-12wpm-5db | 23.700 | `0` | `0` | right | ----- | 100.0 | marks (441) | 295ms/2.95u/d1.02 295ms/2.95u/d1.02 305ms/3.05u/d1.02 305ms/3.05u/d1.02 295ms/2.95u/d1.02 | 110ms/1.10u/d1.10 95ms/0.95u/d1.05 100ms/1.00u/d1.00 95ms/0.95u/d1.05 | 1.02 | 1.10 | 5 of 5
 letter | synthetic | cq-12wpm-5db | 25.100 | `C` | `C` | right | -.-. | 100.0 | marks (441) | 325ms/3.25u/d1.08 100ms/1.00u/d1.00 330ms/3.30u/d1.10 115ms/1.15u/d1.15 | 75ms/0.75u/d1.33 95ms/0.95u/d1.05 75ms/0.75u/d1.33 | 1.15 | 1.33 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 25.910 | `A` | `A` | right | .- | 100.0 | marks (441) | 115ms/1.15u/d1.15 300ms/3.00u/d1.00 | 90ms/0.90u/d1.11 | 1.15 | 1.11 | 2 of 2
 letter | synthetic | cq-12wpm-5db | 27.110 | `L` | `L` | right | .-.. | 100.0 | estimator | 100ms/1.00u/d1.00 295ms/2.95u/d1.02 95ms/0.95u/d1.05 95ms/0.95u/d1.05 | 100ms/1.00u/d1.00 105ms/1.05u/d1.05 105ms/1.05u/d1.05 | 1.05 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 28.310 | `L` | `L` | right | .-.. | 100.0 | estimator | 110ms/1.10u/d1.10 290ms/2.90u/d1.03 100ms/1.00u/d1.00 100ms/1.00u/d1.00 | 95ms/0.95u/d1.05 105ms/1.05u/d1.05 100ms/1.00u/d1.00 | 1.10 | 1.05 | 4 of 4
 letter | synthetic | cq-12wpm-5db | 29.910 | `K` | `K` | right | -.- | 100.0 | marks (441) | 300ms/3.00u/d1.00 100ms/1.00u/d1.00 310ms/3.10u/d1.03 | 100ms/1.00u/d1.00 105ms/1.05u/d1.05 | 1.03 | 1.05 | 3 of 3
 letter | synthetic | cq-18wpm-15db | 1.745 | `C` | `C` | right | -.-. | 67.5 | estimator | 210ms/3.11u/d1.04 70ms/1.04u/d1.04 205ms/3.04u/d1.01 75ms/1.11u/d1.11 | 55ms/0.81u/d1.23 65ms/0.96u/d1.04 60ms/0.89u/d1.13 | 1.11 | 1.23 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 2.810 | `Q` | `Q` | right | --.- | 67.5 | estimator | 210ms/3.11u/d1.04 205ms/3.04u/d1.01 75ms/1.11u/d1.11 205ms/3.04u/d1.01 | 60ms/0.89u/d1.13 60ms/0.89u/d1.13 60ms/0.89u/d1.13 | 1.11 | 1.13 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 4.010 | `C` | `C` | right | -.-. | 67.5 | estimator | 205ms/3.04u/d1.01 70ms/1.04u/d1.04 210ms/3.11u/d1.04 75ms/1.11u/d1.11 | 65ms/0.96u/d1.04 60ms/0.89u/d1.13 60ms/0.89u/d1.13 | 1.11 | 1.13 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 5.075 | `Q` | `Q` | right | --.- | 65.0 | estimator | 210ms/3.23u/d1.08 205ms/3.15u/d1.05 75ms/1.15u/d1.15 205ms/3.15u/d1.05 | 55ms/0.85u/d1.18 60ms/0.92u/d1.08 60ms/0.92u/d1.08 | 1.15 | 1.18 | 4 of 4
