Test run for C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll (.NETCoreApp,Version=v8.0)
A total of 1 test files matched the specified pattern.
C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll
[xUnit.net 00:00:00.00] xUnit.net VSTest Adapter v2.8.2+699d445a1a (64-bit .NET 8.0.24)
[xUnit.net 00:00:01.70]   Discovering: Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.90]   Discovered:  Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.90]   Starting:    Hamlet.RadioEngine.Tests
[xUnit.net 00:01:05.12]   Finished:    Hamlet.RadioEngine.Tests
  Passed Hamlet.RadioEngine.Tests.Cw.WhatTheSureLettersMarksLookLikeTests.EverySureLetterAgainstADitADahAndAnElementGap [1 m 3 s]
  Standard Output Messages:
 letter | set | recording | at s | sent | emitted | class | pattern | unit ms | unit from | marks ms/units/distance | inner gaps ms/units/distance | worst mark | worst gap | marks against elements
 letter | real | unadjudicated/cw-2026-08-22-032129 | 19.330 | `L` | `E` | wrong | . | 150.0 | grid | 60ms/0.40u/d2.50 25ms/0.17u/d6.00 | 100ms/0.67u/d1.50 | 6.00 | 1.50 | 2 of 1
 letter | real | unadjudicated/cw-2026-08-22-032129 | 20.065 | `P` | `I` | wrong | .. | 100.0 | grid | 85ms/0.85u/d1.18 30ms/0.30u/d3.33 | 105ms/1.05u/d1.05 | 3.33 | 1.05 | 2 of 2
 letter | real | unadjudicated/cw-2026-08-22-032129 | 20.660 | `0` | `E` | wrong | . | 150.0 | grid | 15ms/0.10u/d10.00 45ms/0.30u/d3.33 30ms/0.20u/d5.00 30ms/0.20u/d5.00 | 10ms/0.07u/d15.00 20ms/0.13u/d7.50 105ms/0.70u/d1.43 | 10.00 | 15.00 | 4 of 1
 letter | real | unadjudicated/cw-2026-08-22-032129 | 21.945 | `3` | `E` | wrong | . | 150.0 | grid | 30ms/0.20u/d5.00 95ms/0.63u/d1.58 20ms/0.13u/d7.50 | 35ms/0.23u/d4.29 115ms/0.77u/d1.30 | 7.50 | 4.29 | 3 of 1
 letter | real | unadjudicated/cw-2026-08-22-032129 | 22.345 | `4` | `E` | wrong | . | 92.5 | estimator | 75ms/0.81u/d1.23 |  | 1.23 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004108 | 14.340 | `E` | `G` | wrong | --. | 55.0 | estimator | 165ms/3.00u/d1.00 165ms/3.00u/d1.00 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.00 | 1.00 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004108 | 15.285 | `K` | `K` | right | -.- | 55.0 | estimator | 160ms/2.91u/d1.03 55ms/1.00u/d1.00 165ms/3.00u/d1.00 | 60ms/1.09u/d1.09 55ms/1.00u/d1.00 | 1.03 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004108 | 16.850 | `2` | `2` | right | ..--- | 55.0 | estimator | 60ms/1.09u/d1.09 55ms/1.00u/d1.00 165ms/3.00u/d1.00 165ms/3.00u/d1.00 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.09 | 1.09 | 5 of 5
 letter | real | unadjudicated/cw-2026-09-24-004108 | 17.775 | `V` | `6` | wrong | -.... | 55.0 | estimator | 165ms/3.00u/d1.00 50ms/0.91u/d1.10 55ms/1.00u/d1.00 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 55ms/1.00u/d1.00 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.10 | 1.09 | 5 of 5
 letter | real | unadjudicated/cw-2026-09-24-004133 | 4.750 | `C` | `C` | right | -.-. | 55.0 | estimator | 160ms/2.91u/d1.03 50ms/0.91u/d1.10 160ms/2.91u/d1.03 60ms/1.09u/d1.09 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 55ms/1.00u/d1.00 | 1.10 | 1.09 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004133 | 5.505 | `H` | `H` | right | .... | 55.0 | estimator | 50ms/0.91u/d1.10 50ms/0.91u/d1.10 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 55ms/1.00u/d1.00 | 1.10 | 1.09 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004133 | 6.085 | `A` | `A` | right | .- | 55.0 | estimator | 60ms/1.09u/d1.09 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 | 1.09 | 1.00 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004133 | 6.645 | `R` | `R` | right | .-. | 55.0 | estimator | 50ms/0.91u/d1.10 160ms/2.91u/d1.03 55ms/1.00u/d1.00 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 1.10 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004133 | 7.265 | `D` | `D` | right | -.. | 55.0 | estimator | 170ms/3.09u/d1.03 50ms/0.91u/d1.10 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.10 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004205 | 22.645 | `A` | `A` | right | .- | 55.0 | estimator | 50ms/0.91u/d1.10 160ms/2.91u/d1.03 | 60ms/1.09u/d1.09 | 1.10 | 1.09 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004205 | 23.020 | `T` | `T` | right | - | 55.0 | estimator | 160ms/2.91u/d1.03 |  | 1.03 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004205 | 24.425 | `Y` | `Y` | right | -.-- | 55.0 | estimator | 160ms/2.91u/d1.03 50ms/0.91u/d1.10 155ms/2.82u/d1.06 155ms/2.82u/d1.06 | 60ms/1.09u/d1.09 65ms/1.18u/d1.18 65ms/1.18u/d1.18 | 1.10 | 1.18 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004205 | 25.015 | `A` | `A` | right | .- | 55.0 | estimator | 60ms/1.09u/d1.09 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 | 1.09 | 1.00 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004205 | 25.730 | `H` | `H` | right | .... | 55.0 | estimator | 15ms/0.27u/d3.67 55ms/1.00u/d1.00 50ms/0.91u/d1.10 50ms/0.91u/d1.10 60ms/1.09u/d1.09 | 25ms/0.45u/d2.20 60ms/1.09u/d1.09 60ms/1.09u/d1.09 55ms/1.00u/d1.00 | 3.67 | 2.20 | 5 of 4
 letter | real | unadjudicated/cw-2026-09-24-004205 | 26.750 | `O` | `O` | right | --- | 55.0 | estimator | 165ms/3.00u/d1.00 165ms/3.00u/d1.00 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.00 | 1.00 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004205 | 27.640 | `O` | `O` | right | --- | 55.0 | estimator | 165ms/3.00u/d1.00 165ms/3.00u/d1.00 160ms/2.91u/d1.03 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.03 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004205 | 28.680 | `D` | `D` | right | -.. | 55.0 | estimator | 165ms/3.00u/d1.00 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.10 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004234 | 2.910 | `O` | `O` | right | --- | 55.0 | estimator | 155ms/2.82u/d1.06 165ms/3.00u/d1.00 160ms/2.91u/d1.03 | 60ms/1.09u/d1.09 55ms/1.00u/d1.00 | 1.06 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004234 | 3.565 | `M` | `M` | right | -- | 55.0 | estimator | 165ms/3.00u/d1.00 160ms/2.91u/d1.03 | 65ms/1.18u/d1.18 | 1.03 | 1.18 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004234 | 4.670 | `<BT>` | `<BT>` | right | -...- | 55.0 | estimator | 160ms/2.91u/d1.03 55ms/1.00u/d1.00 55ms/1.00u/d1.00 55ms/1.00u/d1.00 165ms/3.00u/d1.00 | 60ms/1.09u/d1.09 55ms/1.00u/d1.00 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.03 | 1.09 | 5 of 5
 letter | real | unadjudicated/cw-2026-09-24-004234 | 5.670 | `T` | `T` | right | - | 55.0 | estimator | 160ms/2.91u/d1.03 |  | 1.03 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004234 | 6.335 | `H` | `H` | right | .... | 55.0 | estimator | 50ms/0.91u/d1.10 50ms/0.91u/d1.10 50ms/0.91u/d1.10 50ms/0.91u/d1.10 | 65ms/1.18u/d1.18 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 1.10 | 1.18 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004234 | 6.835 | `A` | `A` | right | .- | 55.0 | estimator | 55ms/1.00u/d1.00 160ms/2.91u/d1.03 | 60ms/1.09u/d1.09 | 1.03 | 1.09 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004234 | 7.330 | `N` | `N` | right | -. | 55.0 | estimator | 150ms/2.73u/d1.10 55ms/1.00u/d1.00 | 65ms/1.18u/d1.18 | 1.10 | 1.18 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004234 | 7.715 | `O` | `T` | wrong | - | 55.0 | estimator | 160ms/2.91u/d1.03 |  | 1.03 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004234 | 8.045 | `U` | `T` | wrong | - | 55.0 | estimator | 170ms/3.09u/d1.03 |  | 1.03 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004322 | 1.730 | `P` | `P` | right | .--. | 55.0 | estimator | 55ms/1.00u/d1.00 165ms/3.00u/d1.00 170ms/3.09u/d1.03 60ms/1.09u/d1.09 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 40ms/0.73u/d1.38 | 1.09 | 1.38 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004322 | 2.705 | `O` | `O` | right | --- | 55.0 | estimator | 160ms/2.91u/d1.03 165ms/3.00u/d1.00 160ms/2.91u/d1.03 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.03 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 3.225 | `N` | `N` | right | -. | 55.0 | estimator | 195ms/3.55u/d1.18 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 | 1.18 | 1.09 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 3.820 | `S` | `S` | right | ... | 55.0 | estimator | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 1.09 | 1.10 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 4.750 | `O` | `O` | right | --- | 55.0 | estimator | 165ms/3.00u/d1.00 165ms/3.00u/d1.00 170ms/3.09u/d1.03 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.03 | 1.00 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 5.330 | `R` | `R` | right | .-. | 55.0 | estimator | 50ms/0.91u/d1.10 160ms/2.91u/d1.03 55ms/1.00u/d1.00 | 65ms/1.18u/d1.18 55ms/1.00u/d1.00 | 1.10 | 1.18 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 5.615 | `E` | `E` | right | . | 55.0 | estimator | 120ms/2.18u/d1.38 |  | 1.38 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004322 | 6.235 | `D` | `D` | right | -.. | 55.0 | estimator | 170ms/3.09u/d1.03 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.03 | 1.00 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 7.315 | `A` | `A` | right | .- | 55.0 | estimator | 50ms/0.91u/d1.10 160ms/2.91u/d1.03 | 65ms/1.18u/d1.18 | 1.10 | 1.18 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 7.990 | `M` | `M` | right | -- | 55.0 | estimator | 155ms/2.82u/d1.06 155ms/2.82u/d1.06 | 65ms/1.18u/d1.18 | 1.06 | 1.18 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 8.300 | `E` | `E` | right | . | 55.0 | estimator | 60ms/1.09u/d1.09 |  | 1.09 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004322 | 8.920 | `R` | `R` | right | .-. | 55.0 | estimator | 50ms/0.91u/d1.10 160ms/2.91u/d1.03 55ms/1.00u/d1.00 | 65ms/1.18u/d1.18 60ms/1.09u/d1.09 | 1.10 | 1.18 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 9.335 | `I` | `I` | right | .. | 55.0 | estimator | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 55ms/1.00u/d1.00 | 1.09 | 1.00 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 10.190 | `C` | `C` | right | -.-. | 55.0 | estimator | 165ms/3.00u/d1.00 55ms/1.00u/d1.00 165ms/3.00u/d1.00 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.00 | 1.00 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004322 | 10.680 | `A` | `A` | right | .- | 55.0 | estimator | 50ms/0.91u/d1.10 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 | 1.10 | 1.00 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 15.865 | `O` | `O` | right | --- | 55.0 | estimator | 170ms/3.09u/d1.03 180ms/3.27u/d1.09 165ms/3.00u/d1.00 | 40ms/0.73u/d1.38 55ms/1.00u/d1.00 | 1.09 | 1.38 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 16.685 | `P` | `P` | right | .--. | 55.0 | estimator | 55ms/1.00u/d1.00 160ms/2.91u/d1.03 155ms/2.82u/d1.06 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 65ms/1.18u/d1.18 60ms/1.09u/d1.09 | 1.10 | 1.18 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004322 | 17.050 | `E` | `E` | right | . | 55.0 | estimator | 55ms/1.00u/d1.00 |  | 1.00 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004322 | 17.670 | `R` | `R` | right | .-. | 55.0 | estimator | 55ms/1.00u/d1.00 165ms/3.00u/d1.00 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.00 | 1.00 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 18.180 | `A` | `A` | right | .- | 55.0 | estimator | 55ms/1.00u/d1.00 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 | 1.00 | 1.00 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 18.645 | `T` | `T` | right | - | 55.0 | estimator | 160ms/2.91u/d1.03 |  | 1.03 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004322 | 19.070 | `I` | `I` | right | .. | 55.0 | estimator | 75ms/1.36u/d1.36 60ms/1.09u/d1.09 | 50ms/0.91u/d1.10 | 1.36 | 1.10 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 19.945 | `O` | `O` | right | --- | 55.0 | estimator | 170ms/3.09u/d1.03 165ms/3.00u/d1.00 165ms/3.00u/d1.00 | 50ms/0.91u/d1.10 60ms/1.09u/d1.09 | 1.03 | 1.10 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 20.430 | `N` | `N` | right | -. | 55.0 | estimator | 170ms/3.09u/d1.03 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 | 1.03 | 1.00 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 22.630 | `A` | `A` | right | .- | 55.0 | estimator | 50ms/0.91u/d1.10 145ms/2.64u/d1.14 | 70ms/1.27u/d1.27 | 1.14 | 1.27 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004322 | 23.315 | `L` | `L` | right | .-.. | 55.0 | estimator | 50ms/0.91u/d1.10 160ms/2.91u/d1.03 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 55ms/1.00u/d1.00 | 1.10 | 1.09 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004322 | 23.970 | `L` | `L` | right | .-.. | 55.0 | estimator | 50ms/0.91u/d1.10 160ms/2.91u/d1.03 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 65ms/1.18u/d1.18 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.10 | 1.18 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004322 | 25.110 | `L` | `L` | right | .-.. | 55.0 | estimator | 55ms/1.00u/d1.00 175ms/3.18u/d1.06 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 45ms/0.82u/d1.22 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.06 | 1.22 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004322 | 26.030 | `O` | `O` | right | --- | 55.0 | estimator | 160ms/2.91u/d1.03 165ms/3.00u/d1.00 160ms/2.91u/d1.03 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 1.03 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 26.790 | `G` | `G` | right | --. | 55.0 | estimator | 160ms/2.91u/d1.03 165ms/3.00u/d1.00 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 1.10 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 27.380 | `S` | `S` | right | ... | 55.0 | estimator | 85ms/1.55u/d1.55 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 1.55 | 1.10 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004322 | 28.505 | `W` | `W` | right | .-- | 55.0 | estimator | 50ms/0.91u/d1.10 155ms/2.82u/d1.06 160ms/2.91u/d1.03 | 65ms/1.18u/d1.18 65ms/1.18u/d1.18 | 1.10 | 1.18 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 3.725 | `I` | `I` | right | .. | 55.0 | estimator | 50ms/0.91u/d1.10 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 | 1.10 | 1.09 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004347 | 4.410 | `L` | `L` | right | .-.. | 55.0 | estimator | 55ms/1.00u/d1.00 160ms/2.91u/d1.03 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 65ms/1.18u/d1.18 60ms/1.09u/d1.09 | 1.10 | 1.18 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004347 | 5.075 | `L` | `L` | right | .-.. | 55.0 | estimator | 55ms/1.00u/d1.00 165ms/3.00u/d1.00 50ms/0.91u/d1.10 50ms/0.91u/d1.10 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 1.10 | 1.09 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004347 | 6.250 | `B` | `B` | right | -... | 57.5 | estimator | 160ms/2.78u/d1.08 55ms/0.96u/d1.05 55ms/0.96u/d1.05 45ms/0.78u/d1.28 | 55ms/0.96u/d1.05 55ms/0.96u/d1.05 65ms/1.13u/d1.13 | 1.28 | 1.13 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004347 | 6.525 | `E` | `E` | right | . | 57.5 | estimator |  |  | Infinity | 1.00 | 0 of 1
 letter | real | unadjudicated/cw-2026-09-24-004347 | 7.440 | `U` | `U` | right | ..- | 57.5 | estimator | 50ms/0.87u/d1.15 55ms/0.96u/d1.05 160ms/2.78u/d1.08 | 60ms/1.04u/d1.04 60ms/1.04u/d1.04 | 1.15 | 1.04 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 8.240 | `P` | `P` | right | .--. | 55.0 | estimator | 55ms/1.00u/d1.00 165ms/3.00u/d1.00 165ms/3.00u/d1.00 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 1.00 | 1.00 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004347 | 9.025 | `L` | `L` | right | .-.. | 55.0 | estimator | 50ms/0.91u/d1.10 160ms/2.91u/d1.03 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 65ms/1.18u/d1.18 60ms/1.09u/d1.09 | 1.10 | 1.18 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004347 | 9.975 | `O` | `O` | right | --- | 55.0 | estimator | 165ms/3.00u/d1.00 160ms/2.91u/d1.03 165ms/3.00u/d1.00 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 1.03 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 10.425 | `A` | `A` | right | .- | 55.0 | estimator | 100ms/1.82u/d1.65 170ms/3.09u/d1.03 | 55ms/1.00u/d1.00 | 1.65 | 1.00 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004347 | 11.085 | `D` | `D` | right | -.. | 55.0 | estimator | 160ms/2.91u/d1.03 70ms/1.27u/d1.27 50ms/0.91u/d1.10 | 55ms/1.00u/d1.00 45ms/0.82u/d1.22 | 1.27 | 1.22 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 11.435 | `E` | `E` | right | . | 55.0 | estimator | 50ms/0.91u/d1.10 |  | 1.10 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004347 | 12.100 | `D` | `D` | right | -.. | 55.0 | estimator | 165ms/3.00u/d1.00 45ms/0.82u/d1.22 45ms/0.82u/d1.22 | 60ms/1.09u/d1.09 70ms/1.27u/d1.27 | 1.22 | 1.27 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 13.020 | `T` | `T` | right | - | 55.0 | estimator | 165ms/3.00u/d1.00 |  | 1.00 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004347 | 13.860 | `O` | `O` | right | --- | 55.0 | estimator | 165ms/3.00u/d1.00 160ms/2.91u/d1.03 160ms/2.91u/d1.03 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 1.03 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 14.820 | `A` | `A` | right | .- | 55.0 | estimator | 60ms/1.09u/d1.09 160ms/2.91u/d1.03 | 55ms/1.00u/d1.00 | 1.09 | 1.00 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004347 | 15.555 | `R` | `R` | right | .-. | 55.0 | estimator | 65ms/1.18u/d1.18 165ms/3.00u/d1.00 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 1.18 | 1.10 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 16.175 | `R` | `R` | right | .-. | 55.0 | estimator | 55ms/1.00u/d1.00 170ms/3.09u/d1.03 60ms/1.09u/d1.09 | 50ms/0.91u/d1.10 55ms/1.00u/d1.00 | 1.09 | 1.10 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 16.870 | `L` | `L` | right | .-.. | 55.0 | estimator | 80ms/1.45u/d1.45 165ms/3.00u/d1.00 60ms/1.09u/d1.09 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 50ms/0.91u/d1.10 55ms/1.00u/d1.00 | 1.45 | 1.10 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004347 | 18.190 | `L` | `L` | right | .-.. | 55.0 | estimator | 60ms/1.09u/d1.09 165ms/3.00u/d1.00 55ms/1.00u/d1.00 55ms/1.00u/d1.00 | 55ms/1.00u/d1.00 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.09 | 1.09 | 4 of 4
 letter | real | unadjudicated/cw-2026-09-24-004347 | 19.280 | `-` | `O` | added | --- | 55.0 | estimator | 155ms/2.82u/d1.06 175ms/3.18u/d1.06 165ms/3.00u/d1.00 | 65ms/1.18u/d1.18 45ms/0.82u/d1.22 | 1.06 | 1.22 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 19.285 | `O` | `O` | right | --- | 55.0 | estimator | 155ms/2.82u/d1.06 175ms/3.18u/d1.06 165ms/3.00u/d1.00 | 65ms/1.18u/d1.18 45ms/0.82u/d1.22 | 1.06 | 1.22 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004347 | 19.820 | `T` | `T` | right | - | 55.0 | estimator | 165ms/3.00u/d1.00 |  | 1.00 | 1.00 | 1 of 1
 letter | real | unadjudicated/cw-2026-09-24-004347 | 20.655 | `W` | `W` | right | .-- | 55.0 | estimator | 85ms/1.55u/d1.55 165ms/3.00u/d1.00 165ms/3.00u/d1.00 | 25ms/0.45u/d2.20 55ms/1.00u/d1.00 | 1.55 | 2.20 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004405 | 25.655 | `O` | `O` | right | --- | 55.0 | estimator | 165ms/3.00u/d1.00 165ms/3.00u/d1.00 160ms/2.91u/d1.03 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.03 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004405 | 26.515 | `O` | `O` | right | --- | 55.0 | estimator | 25ms/0.45u/d2.20 165ms/3.00u/d1.00 170ms/3.09u/d1.03 170ms/3.09u/d1.03 | 15ms/0.27u/d3.67 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 2.20 | 3.67 | 4 of 3
 letter | real | unadjudicated/cw-2026-09-24-004405 | 27.130 | `R` | `R` | right | .-. | 55.0 | estimator | 50ms/0.91u/d1.10 165ms/3.00u/d1.00 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 60ms/1.09u/d1.09 | 1.10 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004405 | 27.825 | `D` | `D` | right | -.. | 55.0 | estimator | 165ms/3.00u/d1.00 50ms/0.91u/d1.10 50ms/0.91u/d1.10 | 55ms/1.00u/d1.00 60ms/1.09u/d1.09 | 1.10 | 1.09 | 3 of 3
 letter | real | unadjudicated/cw-2026-09-24-004405 | 28.285 | `I` | `I` | right | .. | 55.0 | estimator | 55ms/1.00u/d1.00 50ms/0.91u/d1.10 | 60ms/1.09u/d1.09 | 1.10 | 1.09 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004405 | 28.795 | `N` | `N` | right | -. | 55.0 | estimator | 160ms/2.91u/d1.03 55ms/1.00u/d1.00 | 60ms/1.09u/d1.09 | 1.03 | 1.09 | 2 of 2
 letter | real | unadjudicated/cw-2026-09-24-004427 | 7.115 | `A` | `A` | right | .- | 55.0 | estimator | 55ms/1.00u/d1.00 165ms/3.00u/d1.00 | 55ms/1.00u/d1.00 | 1.00 | 1.00 | 2 of 2
